,Season,Team,W,G,L,W%,FG%,2P%,3P%,FT%,TS%,eFG%,MP/G,FG/G,FGA/G,2P/G,2PA/G,3P/G,3PA/G,FT/G,FTA/G,ORB/G,DRB/G,TRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,PTS/G
478,1996,ORL,45,82,37,0.549,0.437,0.47,0.341,0.746,0.524,48.061,242.1341463414634,34.6219512195122,79.23170731707317,27.70731707317073,58.96341463414634,6.914634146341464,20.26829268292683,17.975609756097562,24.085365853658537,13.060975609756097,27.085365853658537,40.146341463414636,20.597560975609756,8.463414634146341,4.426829268292683,15.24390243902439,20.036585365853657,94.13414634146342
479,1993,NJN,45,82,37,0.549,0.445,0.458,0.327,0.762,0.515,46.107,241.82926829268294,38.646341463414636,86.76829268292683,35.926829268292686,78.4390243902439,2.7195121951219514,8.329268292682928,23.170731707317074,30.426829268292682,15.853658536585366,31.170731707317074,47.02439024390244,23.170731707317074,8.487804878048781,7.024390243902439,14.585365853658537,20.646341463414632,103.1829268292683
480,1991,LAC,45,82,37,0.549,0.473,0.487,0.289,0.72,0.524,48.325,241.82926829268294,40.81707317073171,86.29268292682927,39.048780487804876,80.17073170731707,1.7682926829268293,6.121951219512195,19.524390243902438,27.109756097560975,13.804878048780488,29.182926829268293,42.98780487804878,25.036585365853657,10.048780487804878,6.073170731707317,15.475609756097562,22.841463414634145,102.92682926829268
481,1989,NYK,45,82,37,0.549,0.484,0.501,0.332,0.756,0.547,50.106,241.82926829268294,41.8780487804878,86.45121951219512,39.0,77.79268292682927,2.8780487804878048,8.658536585365853,21.646341463414632,28.646341463414632,14.475609756097562,29.585365853658537,44.0609756097561,26.097560975609756,8.707317073170731,6.0,17.21951219512195,22.29268292682927,108.28048780487805
482,1988,HOU,45,82,37,0.549,0.474,0.487,0.314,0.755,0.535,48.555,242.1341463414634,41.609756097560975,87.7560975609756,39.609756097560975,81.3780487804878,2.0,6.378048780487805,23.28048780487805,30.817073170731707,14.768292682926829,31.146341463414632,45.91463414634146,24.585365853658537,9.621951219512194,6.109756097560975,19.134146341463413,24.70731707317073,108.5
483,1986,PHI,45,82,37,0.549,0.491,0.503,0.259,0.753,0.549,49.75,242.4390243902439,40.670731707317074,82.82926829268293,39.59756097560975,78.6829268292683,1.0731707317073171,4.146341463414634,24.036585365853657,31.914634146341463,14.365853658536585,28.378048780487806,42.74390243902439,23.695121951219512,9.365853658536585,6.585365853658536,18.524390243902438,21.634146341463413,106.45121951219512
484,1983,NJN,45,82,37,0.549,0.498,0.507,0.211,0.7,0.54,50.131,241.52439024390245,44.073170731707314,88.51219512195122,43.47560975609756,85.6829268292683,0.5975609756097561,2.8292682926829267,21.24390243902439,30.341463414634145,14.890243902439025,28.20731707317073,43.09756097560975,26.195121951219512,9.926829268292684,6.085365853658536,19.609756097560975,27.353658536585368,109.98780487804878
485,1983,UTA,45,82,37,0.549,0.498,0.506,0.319,0.781,0.559,50.49,241.21951219512195,43.97560975609756,88.3170731707317,42.74390243902439,84.45121951219512,1.2317073170731707,3.8658536585365852,25.79268292682927,33.02439024390244,13.365853658536585,30.75609756097561,44.1219512195122,27.195121951219512,8.475609756097562,7.365853658536586,18.414634146341463,24.121951219512194,114.97560975609755
486,1982,DEN,45,82,37,0.549,0.494,0.499,0.19,0.808,0.55,49.544,240.609756097561,48.18292682926829,97.54878048780488,47.890243902439025,96.01219512195122,0.2926829268292683,1.5365853658536586,26.573170731707318,32.8780487804878,14.804878048780488,30.78048780487805,45.58536585365854,28.48780487804878,9.621951219512194,4.2926829268292686,18.24390243902439,25.5,123.23170731707317
487,1982,KCK,45,82,37,0.549,0.497,0.505,0.237,0.727,0.542,50.027,241.21951219512195,45.353658536585364,91.28048780487805,44.73170731707317,88.65853658536585,0.6219512195121951,2.6219512195121952,22.426829268292682,30.853658536585368,15.317073170731707,29.353658536585368,44.670731707317074,26.28048780487805,9.329268292682928,4.987804878048781,20.621951219512194,29.658536585365855,113.7560975609756
488,1981,GSW,45,82,37,0.549,0.496,0.506,0.28,0.717,0.541,50.231,241.21951219512195,44.46341463414634,89.6219512195122,43.353658536585364,85.65853658536585,1.1097560975609757,3.9634146341463414,20.841463414634145,29.048780487804876,15.634146341463415,29.902439024390244,45.53658536585366,22.195121951219512,8.353658536585366,4.7682926829268295,17.365853658536587,27.134146341463413,110.8780487804878
489,1980,CHI,45,82,37,0.549,0.501,0.508,0.212,0.774,0.556,50.355,241.21951219512195,42.15853658536585,84.1829268292683,41.69512195121951,82.0,0.4634146341463415,2.182926829268293,24.20731707317073,31.25609756097561,14.963414634146341,30.182926829268293,45.146341463414636,23.475609756097562,8.890243902439025,6.2682926829268295,20.390243902439025,25.097560975609756,108.98780487804878
490,1980,POR,45,82,37,0.549,0.496,0.503,0.169,0.718,0.534,49.814,242.1341463414634,45.6219512195122,91.89024390243902,45.31707317073171,90.08536585365853,0.3048780487804878,1.8048780487804879,19.182926829268293,26.71951219512195,15.158536585365853,29.121951219512194,44.28048780487805,27.365853658536587,9.378048780487806,5.853658536585366,18.51219512195122,24.804878048780488,110.73170731707317
491,2022,MIA,44,82,38,0.537,0.46,0.54,0.344,0.831,0.574,52.997,241.52439024390245,39.207317073170735,85.2560975609756,27.25609756097561,50.47560975609756,11.951219512195122,34.78048780487805,19.109756097560975,22.98780487804878,9.707317073170731,30.890243902439025,40.59756097560975,23.841463414634145,7.987804878048781,2.9634146341463414,13.487804878048781,18.48780487804878,109.47560975609755
492,2022,LAC,44,82,38,0.537,0.477,0.539,0.381,0.781,0.588,55.114,241.82926829268294,41.09756097560975,86.08536585365853,28.402439024390244,52.73170731707317,12.695121951219512,33.353658536585364,18.695121951219512,23.926829268292682,9.792682926829269,33.4390243902439,43.23170731707317,23.890243902439025,7.073170731707317,4.439024390243903,14.231707317073171,19.48780487804878,113.58536585365853
493,2022,GSW,44,82,38,0.537,0.479,0.564,0.385,0.794,0.6,57.074,241.82926829268294,43.146341463414636,90.15853658536585,26.524390243902438,46.98780487804878,16.621951219512194,43.170731707317074,16.024390243902438,20.182926829268293,10.536585365853659,34.0609756097561,44.59756097560975,29.829268292682926,7.170731707317073,3.9390243902439024,16.29268292682927,21.426829268292682,118.9390243902439
494,2021,BRK,44,82,38,0.537,0.475,0.538,0.361,0.805,0.576,53.951,240.91463414634146,41.97560975609756,88.42682926829268,30.51219512195122,56.69512195121951,11.463414634146341,31.73170731707317,17.48780487804878,21.71951219512195,10.292682926829269,34.09756097560975,44.390243902439025,25.25609756097561,7.097560975609756,5.463414634146342,14.060975609756097,20.365853658536587,112.90243902439025
495,2021,CLE,44,82,38,0.537,0.469,0.541,0.355,0.76,0.571,53.768,240.609756097561,39.69512195121951,84.63414634146342,28.073170731707318,51.8780487804878,11.621951219512194,32.75609756097561,16.78048780487805,22.073170731707318,10.207317073170731,33.97560975609756,44.18292682926829,25.170731707317074,7.073170731707317,4.182926829268292,14.402439024390244,17.475609756097562,107.79268292682927
496,2019,HOU,44,72,28,0.611,0.451,0.557,0.345,0.791,0.578,53.732,241.38888888888889,40.77777777777778,90.44444444444444,25.13888888888889,45.15277777777778,15.63888888888889,45.291666666666664,20.61111111111111,26.055555555555557,9.777777777777779,34.5,44.27777777777778,21.625,8.708333333333334,5.152777777777778,14.680555555555555,21.75,117.80555555555556
497,2019,MIA,44,73,29,0.603,0.468,0.532,0.379,0.783,0.587,54.7,243.08219178082192,39.45205479452055,84.38356164383562,26.041095890410958,48.986301369863014,13.41095890410959,35.397260273972606,19.726027397260275,25.205479452054796,8.493150684931507,35.87671232876713,44.36986301369863,25.91780821917808,7.493150684931507,4.5479452054794525,14.904109589041095,20.561643835616437,112.04109589041096
498,2019,OKC,44,72,28,0.611,0.468,0.529,0.355,0.796,0.573,53.021,242.08333333333334,39.986111111111114,85.5,29.291666666666668,55.34722222222222,10.694444444444445,30.15277777777778,19.75,24.819444444444443,8.23611111111111,34.65277777777778,42.888888888888886,21.694444444444443,7.638888888888889,4.902777777777778,13.694444444444445,19.305555555555557,110.41666666666667
499,2019,UTA,44,72,28,0.611,0.471,0.535,0.38,0.779,0.585,54.935,241.04166666666666,40.083333333333336,85.13888888888889,26.708333333333332,49.90277777777778,13.375,35.236111111111114,17.75,22.791666666666668,9.11111111111111,35.791666666666664,44.90277777777778,22.430555555555557,6.083333333333333,4.055555555555555,15.125,20.38888888888889,111.29166666666667
500,2017,MIL,44,82,38,0.537,0.478,0.531,0.355,0.783,0.571,53.122,241.82926829268294,39.71951219512195,83.01219512195122,30.963414634146343,58.329268292682926,8.75609756097561,24.682926829268293,18.28048780487805,23.353658536585368,8.390243902439025,31.451219512195124,39.84146341463415,23.23170731707317,8.804878048780488,5.402439024390244,13.829268292682928,21.365853658536587,106.47560975609755
501,2017,MIA,44,82,38,0.537,0.455,0.508,0.36,0.755,0.551,51.958,243.0487804878049,38.829268292682926,85.32926829268293,27.817073170731707,54.76829268292683,11.012195121951219,30.5609756097561,14.74390243902439,19.524390243902438,9.304878048780488,34.15853658536585,43.46341463414634,22.70731707317073,7.560975609756097,5.329268292682927,14.378048780487806,20.097560975609756,103.41463414634147
502,2015,POR,44,82,38,0.537,0.45,0.49,0.37,0.754,0.548,51.122,241.52439024390245,38.6219512195122,85.85365853658537,28.085365853658537,57.36585365853659,10.536585365853659,28.48780487804878,17.365853658536587,23.036585365853657,11.560975609756097,33.926829268292686,45.48780487804878,21.317073170731707,6.853658536585366,4.634146341463414,14.634146341463415,21.73170731707317,105.14634146341463
503,2015,DET,44,82,38,0.537,0.439,0.48,0.345,0.668,0.522,49.118,242.4390243902439,37.9390243902439,86.42682926829268,28.914634146341463,60.23170731707317,9.024390243902438,26.195121951219512,17.0609756097561,25.548780487804876,12.451219512195122,33.86585365853659,46.31707317073171,19.4390243902439,6.987804878048781,3.707317073170732,13.536585365853659,18.98780487804878,101.96341463414635
504,2013,WAS,44,82,38,0.537,0.459,0.485,0.38,0.731,0.538,50.585,244.5731707317073,38.74390243902439,84.39024390243902,30.853658536585368,63.609756097560975,7.890243902439025,20.78048780487805,15.28048780487805,20.914634146341463,10.804878048780488,31.378048780487806,42.18292682926829,23.28048780487805,8.146341463414634,4.597560975609756,14.682926829268293,20.426829268292682,100.65853658536585
505,2013,BRK,44,82,38,0.537,0.459,0.497,0.369,0.753,0.555,51.408,242.4390243902439,35.74390243902439,77.9390243902439,27.097560975609756,54.5,8.646341463414634,23.4390243902439,18.390243902439025,24.414634146341463,8.792682926829269,29.353658536585368,38.146341463414636,20.902439024390244,8.597560975609756,3.792682926829268,14.524390243902438,21.670731707317074,98.52439024390245
506,2012,ATL,44,82,38,0.537,0.464,0.501,0.371,0.715,0.546,51.731,242.1341463414634,37.609756097560975,81.02439024390245,29.0,57.84146341463415,8.609756097560975,23.182926829268293,14.121951219512194,19.74390243902439,9.24390243902439,31.621951219512194,40.86585365853659,24.475609756097562,8.097560975609756,4.5,14.865853658536585,17.963414634146343,97.95121951219512
507,2010,ATL,44,82,38,0.537,0.462,0.494,0.352,0.779,0.542,50.117,240.609756097561,36.23170731707317,78.40243902439025,30.109756097560975,61.0,6.121951219512195,17.402439024390244,16.414634146341463,21.073170731707318,9.292682926829269,30.0,39.292682926829265,21.975609756097562,6.060975609756097,4.158536585365853,13.634146341463415,18.951219512195124,95.0
508,2009,CHA,44,82,38,0.537,0.453,0.482,0.346,0.751,0.538,48.969,242.4390243902439,34.853658536585364,76.90243902439025,29.24390243902439,60.670731707317074,5.609756097560975,16.23170731707317,19.963414634146343,26.585365853658537,10.463414634146341,30.365853658536587,40.829268292682926,20.21951219512195,7.7073170731707314,5.439024390243903,15.731707317073171,19.475609756097562,95.28048780487805
509,2006,MIA,44,82,38,0.537,0.464,0.503,0.343,0.69,0.541,50.62,242.1341463414634,35.59756097560975,76.6829268292683,29.158536585365855,57.91463414634146,6.439024390243903,18.76829268292683,16.98780487804878,24.621951219512194,9.963414634146341,30.804878048780488,40.76829268292683,20.5,6.902439024390244,5.390243902439025,14.646341463414634,21.329268292682926,94.6219512195122
510,2005,SAC,44,82,38,0.537,0.454,0.483,0.351,0.784,0.544,49.246,241.82926829268294,36.02439024390244,79.26829268292683,30.0,62.09756097560975,6.024390243902439,17.170731707317074,20.78048780487805,26.5,10.390243902439025,30.158536585365855,40.548780487804876,22.25609756097561,7.414634146341464,3.6463414634146343,14.621951219512194,20.390243902439025,98.85365853658537
511,2005,DEN,44,82,38,0.537,0.461,0.487,0.325,0.744,0.535,48.756,243.0487804878049,37.53658536585366,81.36585365853658,33.26829268292683,68.2439024390244,4.2682926829268295,13.121951219512194,20.98780487804878,28.195121951219512,11.012195121951219,30.317073170731707,41.329268292682926,23.426829268292682,8.512195121951219,5.646341463414634,14.829268292682928,22.71951219512195,100.32926829268293
512,2004,MIN,44,82,38,0.537,0.459,0.483,0.345,0.796,0.534,48.914,240.91463414634146,37.13414634146341,80.84146341463415,32.31707317073171,66.8780487804878,4.817073170731708,13.963414634146341,17.670731707317074,22.195121951219512,11.548780487804878,31.463414634146343,43.01219512195122,23.390243902439025,5.609756097560975,5.451219512195122,13.158536585365853,21.634146341463413,96.7560975609756
513,2004,IND,44,82,38,0.537,0.432,0.463,0.344,0.792,0.534,47.641,242.7439024390244,32.53658536585366,75.23170731707317,25.926829268292682,56.02439024390244,6.609756097560975,19.20731707317073,21.317073170731707,26.902439024390244,10.585365853658537,29.48780487804878,40.073170731707314,18.158536585365855,7.5,4.353658536585366,14.304878048780488,23.048780487804876,93.0
514,2002,PHO,44,82,38,0.537,0.443,0.464,0.343,0.742,0.514,47.255,241.52439024390245,36.646341463414636,82.63414634146342,31.841463414634145,68.6219512195122,4.804878048780488,14.012195121951219,17.4390243902439,23.51219512195122,12.792682926829269,29.75609756097561,42.548780487804876,20.963414634146343,8.109756097560975,4.926829268292683,14.731707317073171,21.963414634146343,95.53658536585365
515,2002,BOS,44,82,38,0.537,0.415,0.455,0.334,0.742,0.514,47.004,241.82926829268294,32.926829268292686,79.3780487804878,24.158536585365855,53.09756097560975,8.768292682926829,26.28048780487805,18.048780487804876,24.317073170731707,10.353658536585366,30.134146341463413,40.48780487804878,19.20731707317073,8.78048780487805,3.6951219512195124,13.987804878048781,21.4390243902439,92.67073170731707
516,2001,UTA,44,82,38,0.537,0.45,0.468,0.333,0.763,0.529,47.207,241.82926829268294,34.98780487804878,77.73170731707317,31.573170731707318,67.46341463414635,3.4146341463414633,10.268292682926829,22.597560975609756,29.634146341463413,13.524390243902438,28.646341463414632,42.170731707317074,24.378048780487806,9.134146341463415,6.378048780487805,16.5,24.036585365853657,95.98780487804878
517,2001,ORL,44,82,38,0.537,0.448,0.471,0.373,0.754,0.533,49.282,241.82926829268294,37.646341463414636,84.0609756097561,30.085365853658537,63.81707317073171,7.560975609756097,20.24390243902439,17.634146341463413,23.378048780487806,11.487804878048781,29.75609756097561,41.24390243902439,22.0,8.109756097560975,4.682926829268292,13.646341463414634,20.73170731707317,100.48780487804878
518,2001,CHH,44,82,38,0.537,0.44,0.456,0.348,0.745,0.513,46.596,240.91463414634146,35.28048780487805,80.2439024390244,31.0609756097561,68.1219512195122,4.219512195121951,12.121951219512194,19.121951219512194,25.670731707317074,12.914634146341463,30.548780487804876,43.46341463414634,21.451219512195124,7.963414634146342,5.560975609756097,14.024390243902438,21.304878048780488,93.90243902439025
519,2000,SEA,44,82,38,0.537,0.456,0.468,0.399,0.732,0.53,49.06,241.52439024390245,36.9390243902439,81.08536585365853,31.25609756097561,66.82926829268293,5.682926829268292,14.25609756097561,17.73170731707317,24.21951219512195,12.182926829268293,29.536585365853657,41.71951219512195,21.853658536585368,8.012195121951219,4.987804878048781,15.268292682926829,21.134146341463413,97.29268292682927
520,1999,SAC,44,82,38,0.537,0.45,0.487,0.322,0.754,0.526,48.614,241.52439024390245,39.951219512195124,88.8780487804878,33.4390243902439,68.6829268292683,6.512195121951219,20.195121951219512,18.548780487804876,24.585365853658537,12.878048780487806,32.13414634146341,45.01219512195122,23.817073170731707,9.597560975609756,4.646341463414634,16.158536585365855,21.085365853658537,104.96341463414635
521,1996,WSB,44,82,38,0.537,0.48,0.507,0.331,0.707,0.54,50.517,242.1341463414634,39.1219512195122,81.4390243902439,35.08536585365854,69.23170731707317,4.036585365853658,12.207317073170731,17.073170731707318,24.134146341463413,12.317073170731707,29.51219512195122,41.829268292682926,23.426829268292682,8.682926829268293,4.902439024390244,15.71951219512195,22.134146341463413,99.35365853658537
522,1995,POR,44,82,38,0.537,0.458,0.485,0.353,0.662,0.528,49.402,242.7439024390244,37.36585365853659,81.5609756097561,31.51219512195122,65.0,5.853658536585366,16.5609756097561,18.74390243902439,28.304878048780488,14.146341463414634,31.426829268292682,45.573170731707314,21.463414634146343,7.2439024390243905,5.085365853658536,16.79268292682927,22.670731707317074,99.32926829268293
523,1994,POR,44,82,38,0.537,0.451,0.469,0.365,0.697,0.521,48.332,240.3048780487805,39.23170731707317,87.0,33.59756097560975,71.5609756097561,5.634146341463414,15.439024390243903,18.963414634146343,27.195121951219512,16.48780487804878,29.79268292682927,46.28048780487805,22.51219512195122,8.146341463414634,5.695121951219512,14.78048780487805,24.682926829268293,103.0609756097561
524,1992,CHH,44,82,38,0.537,0.487,0.5,0.326,0.771,0.547,49.924,240.91463414634146,42.829268292682926,87.92682926829268,40.69512195121951,81.3780487804878,2.1341463414634148,6.548780487804878,22.329268292682926,28.951219512195124,13.353658536585366,30.585365853658537,43.9390243902439,26.353658536585368,7.7926829268292686,5.7682926829268295,16.158536585365855,21.829268292682926,110.1219512195122
525,1990,GSW,44,82,38,0.537,0.485,0.504,0.337,0.783,0.559,50.381,241.52439024390245,43.48780487804878,89.58536585365853,40.19512195121951,79.8170731707317,3.292682926829268,9.768292682926829,26.365853658536587,33.670731707317074,13.573170731707316,28.121951219512194,41.69512195121951,23.829268292682926,9.792682926829269,4.609756097560975,16.573170731707318,26.914634146341463,116.63414634146342
526,1990,PHI,44,82,38,0.537,0.475,0.491,0.316,0.79,0.542,48.903,244.8780487804878,40.109756097560975,84.45121951219512,37.73170731707317,76.91463414634147,2.3780487804878048,7.536585365853658,22.78048780487805,28.853658536585368,12.0,30.4390243902439,42.4390243902439,22.24390243902439,8.268292682926829,5.841463414634147,15.0,19.865853658536587,105.3780487804878
527,1989,MIL,44,82,38,0.537,0.473,0.49,0.312,0.758,0.533,48.762,241.82926829268294,41.21951219512195,87.14634146341463,38.670731707317074,78.97560975609755,2.548780487804878,8.170731707317072,21.0,27.71951219512195,13.512195121951219,27.390243902439025,40.90243902439025,24.951219512195124,10.073170731707316,3.975609756097561,16.036585365853657,25.4390243902439,105.98780487804878
528,1988,DEN,44,82,38,0.537,0.468,0.48,0.337,0.787,0.528,48.243,242.4390243902439,46.5,99.26829268292683,43.71951219512195,91.02439024390245,2.7804878048780486,8.24390243902439,22.20731707317073,28.21951219512195,14.707317073170731,30.646341463414632,45.353658536585364,27.829268292682926,9.890243902439025,5.317073170731708,14.939024390243903,25.463414634146343,117.98780487804878
529,1987,SEA,44,82,38,0.537,0.476,0.488,0.346,0.748,0.536,49.1,242.1341463414634,43.21951219512195,90.76829268292683,40.52439024390244,82.98780487804878,2.6951219512195124,7.780487804878049,22.26829268292683,29.78048780487805,16.01219512195122,28.21951219512195,44.23170731707317,26.170731707317074,9.451219512195122,5.451219512195122,16.78048780487805,29.024390243902438,111.40243902439025
530,1986,UTA,44,82,38,0.537,0.464,0.474,0.31,0.726,0.516,47.305,240.91463414634146,42.5,91.63414634146342,40.80487804878049,86.17073170731707,1.6951219512195121,5.463414634146342,21.158536585365855,29.134146341463413,14.560975609756097,29.951219512195124,44.51219512195122,27.317073170731707,10.182926829268293,7.658536585365853,17.109756097560975,24.878048780487806,107.85365853658537
531,1985,DAL,44,82,38,0.537,0.501,0.513,0.316,0.776,0.562,51.027,241.52439024390245,44.28048780487805,88.46341463414635,42.5609756097561,83.02439024390245,1.7195121951219512,5.439024390243903,25.0,32.23170731707317,12.914634146341463,29.926829268292682,42.84146341463415,25.70731707317073,7.378048780487805,4.5,15.71951219512195,21.134146341463413,115.28048780487805
532,1984,DAL,44,82,38,0.537,0.489,0.498,0.343,0.793,0.549,49.945,242.1341463414634,43.41463414634146,88.78048780487805,41.5609756097561,83.3780487804878,1.853658536585366,5.402439024390244,22.48780487804878,28.341463414634145,13.353658536585366,28.597560975609756,41.951219512195124,26.24390243902439,7.012195121951219,4.085365853658536,14.439024390243903,21.902439024390244,111.17073170731707
533,1982,NYK,44,82,38,0.537,0.482,0.486,0.252,0.71,0.526,48.41,241.52439024390245,39.90243902439025,82.84146341463415,39.5,81.2439024390244,0.4024390243902439,1.5975609756097562,19.76829268292683,27.829268292682926,13.170731707317072,27.597560975609756,40.76829268292683,24.804878048780488,8.548780487804878,4.609756097560975,18.402439024390244,26.585365853658537,99.97560975609755
534,1981,NJN,44,82,38,0.537,0.484,0.49,0.205,0.728,0.529,48.651,241.21951219512195,42.69512195121951,88.13414634146342,42.329268292682926,86.35365853658537,0.36585365853658536,1.7804878048780488,20.902439024390244,28.70731707317073,14.560975609756097,28.29268292682927,42.853658536585364,25.5609756097561,11.195121951219512,5.865853658536586,20.121951219512194,27.98780487804878,106.65853658536585
535,1980,IND,44,82,38,0.537,0.482,0.489,0.178,0.715,0.528,48.392,240.609756097561,42.573170731707314,88.35365853658537,42.207317073170735,86.29268292682927,0.36585365853658536,2.0609756097560976,22.134146341463413,30.975609756097562,16.158536585365855,27.646341463414632,43.80487804878049,25.5,10.158536585365853,5.902439024390244,18.182926829268293,24.463414634146343,107.64634146341463
536,2022,LAL,43,82,39,0.524,0.482,0.555,0.346,0.775,0.582,54.241,242.4390243902439,42.8780487804878,89.0,32.08536585365854,57.80487804878049,10.792682926829269,31.195121951219512,20.621951219512194,26.609756097560975,9.975609756097562,35.73170731707317,45.707317073170735,25.26829268292683,6.414634146341464,4.609756097560975,14.073170731707316,17.878048780487806,117.17073170731707
537,2021,ATL,43,82,39,0.524,0.47,0.531,0.374,0.812,0.581,54.26,240.3048780487805,41.47560975609756,88.3048780487805,28.597560975609756,53.90243902439025,12.878048780487806,34.40243902439025,18.109756097560975,22.304878048780488,10.036585365853659,33.9390243902439,43.97560975609756,24.597560975609756,7.158536585365853,4.2439024390243905,11.853658536585366,18.70731707317073,113.9390243902439
538,2021,CHO,43,82,39,0.524,0.468,0.542,0.365,0.74,0.572,54.415,242.4390243902439,42.78048780487805,91.42682926829268,28.841463414634145,53.25609756097561,13.939024390243903,38.170731707317074,15.829268292682928,21.378048780487806,10.829268292682928,33.74390243902439,44.573170731707314,28.073170731707318,8.621951219512194,4.902439024390244,13.25609756097561,19.865853658536587,115.32926829268293
539,2019,DAL,43,75,32,0.573,0.461,0.541,0.367,0.779,0.581,54.519,242.33333333333334,41.653333333333336,90.29333333333334,26.506666666666668,49.026666666666664,15.146666666666667,41.266666666666666,18.56,23.826666666666668,10.546666666666667,36.38666666666666,46.93333333333333,24.653333333333332,6.133333333333334,4.84,12.706666666666667,19.493333333333332,117.01333333333334
540,2019,PHI,43,73,30,0.589,0.468,0.524,0.368,0.755,0.566,53.358,241.02739726027397,41.0958904109589,87.9041095890411,29.47945205479452,56.3013698630137,11.616438356164384,31.602739726027398,16.931506849315067,22.438356164383563,10.465753424657533,34.97260273972603,45.43835616438356,25.80821917808219,8.027397260273972,5.328767123287672,14.205479452054794,20.945205479452056,110.73972602739725
541,2017,WAS,43,82,39,0.524,0.467,0.508,0.375,0.772,0.56,52.465,242.1341463414634,39.9390243902439,85.58536585365853,30.01219512195122,59.08536585365854,9.926829268292684,26.5,16.804878048780488,21.78048780487805,10.036585365853659,33.08536585365854,43.1219512195122,25.182926829268293,7.865853658536586,4.304878048780488,14.585365853658537,21.29268292682927,106.60975609756098
542,2016,MEM,43,82,39,0.524,0.435,0.473,0.354,0.784,0.535,49.132,242.7439024390244,36.390243902439025,83.58536585365853,27.036585365853657,57.13414634146341,9.353658536585366,26.451219512195124,18.341463414634145,23.390243902439025,10.804878048780488,31.963414634146343,42.76829268292683,21.26829268292683,7.963414634146342,4.195121951219512,12.914634146341463,22.4390243902439,100.47560975609755
543,2016,ATL,43,82,39,0.524,0.451,0.501,0.341,0.728,0.541,50.412,242.4390243902439,38.08536585365854,84.36585365853658,29.195121951219512,58.30487804878049,8.890243902439025,26.0609756097561,18.097560975609756,24.865853658536587,10.268292682926829,34.0609756097561,44.329268292682926,23.634146341463413,8.195121951219512,4.841463414634147,15.78048780487805,18.182926829268293,103.15853658536585
544,2013,CHA,43,82,39,0.524,0.442,0.468,0.351,0.737,0.522,48.053,242.7439024390244,36.292682926829265,82.07317073170732,30.0,64.13414634146342,6.2926829268292686,17.9390243902439,17.975609756097562,24.390243902439025,9.463414634146341,33.21951219512195,42.68292682926829,21.682926829268293,6.085365853658536,5.134146341463414,12.317073170731707,18.20731707317073,96.85365853658537
545,2012,UTA,43,82,39,0.524,0.454,0.477,0.366,0.764,0.533,49.173,242.4390243902439,37.146341463414636,81.82926829268293,30.963414634146343,64.9390243902439,6.182926829268292,16.890243902439025,17.548780487804876,22.963414634146343,12.060975609756097,29.963414634146343,42.02439024390244,22.670731707317074,8.414634146341463,6.280487804878049,14.75609756097561,21.341463414634145,98.02439024390245
546,2010,HOU,43,82,39,0.524,0.454,0.486,0.367,0.801,0.55,50.301,242.4390243902439,38.65853658536585,85.0609756097561,30.402439024390244,62.58536585365854,8.25609756097561,22.475609756097562,20.341463414634145,25.402439024390244,11.731707317073171,31.085365853658537,42.81707317073171,23.841463414634145,7.085365853658536,4.524390243902439,13.536585365853659,20.01219512195122,105.91463414634147
547,2008,MIA,43,82,39,0.524,0.457,0.489,0.357,0.754,0.54,50.03,243.35365853658536,37.0,81.04878048780488,29.902439024390244,61.15853658536585,7.097560975609756,19.890243902439025,17.20731707317073,22.817073170731707,10.097560975609756,29.402439024390244,39.5,20.378048780487806,7.939024390243903,5.5,12.512195121951219,20.682926829268293,98.3048780487805
548,2007,WAS,43,82,39,0.524,0.446,0.475,0.356,0.782,0.535,48.895,242.7439024390244,36.41463414634146,81.64634146341463,29.402439024390244,61.96341463414634,7.012195121951219,19.682926829268293,18.98780487804878,24.28048780487805,12.28048780487805,29.317073170731707,41.59756097560975,19.597560975609756,7.7073170731707314,4.7682926829268295,13.195121951219512,19.585365853658537,98.82926829268293
549,2004,PHI,43,82,39,0.524,0.437,0.462,0.348,0.789,0.528,47.484,242.1341463414634,35.926829268292686,82.14634146341463,29.76829268292683,64.42682926829268,6.158536585365853,17.71951219512195,21.109756097560975,26.75609756097561,11.085365853658537,30.926829268292682,42.01219512195122,20.853658536585368,9.21951219512195,3.9146341463414633,15.536585365853659,22.902439024390244,99.1219512195122
550,2003,DEN,43,82,39,0.524,0.443,0.461,0.336,0.767,0.517,46.703,240.609756097561,36.5,82.47560975609755,32.46341463414634,70.46341463414635,4.036585365853658,12.012195121951219,20.182926829268293,26.329268292682926,13.207317073170731,29.109756097560975,42.31707317073171,21.878048780487806,9.085365853658537,6.341463414634147,15.585365853658537,22.0,97.21951219512195
551,2002,HOU,43,82,39,0.524,0.44,0.462,0.346,0.768,0.522,47.353,243.0487804878049,34.63414634146341,78.79268292682927,29.28048780487805,63.34146341463415,5.353658536585366,15.451219512195122,19.134146341463413,24.926829268292682,12.487804878048781,31.26829268292683,43.75609756097561,18.365853658536587,7.2439024390243905,6.012195121951219,15.560975609756097,19.536585365853657,93.7560975609756
