,,,,,,,,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Shooting,Team Shooting,Team Shooting,Team Shooting,Team Shooting,Team Shooting
Rk,Season,Team,W,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%
1052,1990-91,NJN,26,82,26,56,.317,19830,3311,7459,3150,6873,161,586,1658,2245,1400,2348,3748,1782,748,600,1423,1954,8441,.444,.458,.275,.739,.500,45.469
1053,1988-89,NJN,26,82,26,56,.317,19805,3333,7226,3146,6658,187,568,1653,2260,1204,2419,3623,1793,773,431,1449,1966,8506,.461,.473,.329,.731,.517,47.419
1054,1985-86,IND,26,82,26,56,.317,19755,3441,7150,3418,7007,23,143,1614,2183,1138,2613,3751,2159,659,381,1515,2135,8519,.481,.488,.161,.739,.525,48.287
1055,1983-84,IND,26,82,26,56,.317,19780,3447,7130,3399,6923,48,207,1624,2119,1002,2398,3400,2169,834,398,1525,2061,8566,.483,.491,.232,.766,.531,48.682
1056,2023-24,TOR,25,82,25,57,.305,19805,3466,7356,2524,4644,942,2712,1339,1772,891,2607,3498,2335,634,388,1147,1509,9213,.471,.543,.347,.756,.566,53.521
1057,2021-22,IND,25,82,25,57,.305,19880,3398,7338,2401,4439,997,2899,1347,1754,925,2671,3596,2081,582,457,1183,1675,9140,.463,.541,.344,.768,.564,53.100
1058,2019-20,WAS,25,72,25,47,.347,17355,2990,6544,2126,4199,864,2345,1394,1770,732,2295,3027,1801,574,309,1020,1634,8238,.457,.506,.368,.788,.562,52.292
1059,2017-18,ORL,25,82,25,57,.305,19730,3182,7042,2338,4637,844,2405,1271,1678,722,2692,3414,1921,622,400,1192,1579,8479,.452,.504,.351,.757,.545,51.179
1060,2014-15,ORL,25,82,25,57,.305,19755,3076,6792,2522,5194,554,1598,1141,1565,822,2607,3429,1692,647,314,1221,1714,7847,.453,.486,.347,.729,.524,49.367
1061,2013-14,BOS,25,82,25,57,.305,19730,2996,6883,2421,5154,575,1729,1325,1706,980,2505,3485,1726,584,343,1261,1743,7892,.435,.470,.333,.777,.517,47.704
1062,2013-14,UTA,25,82,25,57,.305,19780,2951,6652,2408,5075,543,1577,1346,1803,904,2477,3381,1664,570,366,1200,1699,7791,.444,.474,.344,.747,.523,48.444
1063,2012-13,PHO,25,82,25,57,.305,19805,3061,6917,2581,5462,480,1455,1203,1618,959,2454,3413,1855,659,434,1278,1688,7805,.443,.473,.330,.744,.512,47.723
1064,2011-12,DET,25,66,25,41,.379,15965,2291,5232,1974,4316,317,916,1098,1461,775,1882,2657,1232,460,278,1033,1293,5997,.438,.457,.346,.752,.510,46.818
1065,2009-10,SAC,25,82,25,57,.305,19880,3144,6895,2662,5512,482,1383,1430,1969,977,2518,3495,1679,564,366,1226,1827,8200,.456,.483,.349,.726,.528,49.094
1066,2003-04,WAS,25,82,25,57,.305,19830,2758,6556,2325,5287,433,1269,1579,2211,1115,2392,3507,1537,733,406,1439,1712,7528,.421,.440,.341,.714,.500,45.371
1067,2002-03,MIA,25,82,25,57,.305,19830,2688,6517,2340,5417,348,1100,1292,1689,948,2464,3412,1501,592,324,1167,1856,7016,.412,.432,.316,.765,.483,43.916
1068,2000-01,ATL,25,82,25,57,.305,19730,2876,6668,2543,5735,333,933,1374,1811,1028,2490,3518,1559,634,387,1368,1863,7459,.431,.443,.357,.759,.500,45.628
1069,1998-99,MIN,25,50,25,25,.500,12025,1838,4327,1716,3917,122,410,849,1143,754,1392,2146,1218,426,272,641,1185,4647,.425,.438,.298,.743,.481,43.887
1070,1998-99,SEA,25,50,25,25,.500,12100,1756,3976,1447,3077,309,899,922,1354,676,1422,2098,1087,393,201,765,1047,4743,.442,.470,.344,.681,.519,48.051
1071,1995-96,MIL,25,82,25,57,.305,19730,3034,6490,2677,5434,357,1056,1412,1914,973,2164,3137,1755,582,307,1295,1943,7837,.467,.493,.338,.738,.534,49.499
1072,1993-94,PHI,25,82,25,57,.305,19805,3103,6819,2785,5877,318,942,1509,2112,1012,2394,3406,1827,663,525,1368,1488,8033,.455,.474,.338,.714,.518,47.837
1073,1992-93,SAC,25,82,25,57,.305,19780,3360,7264,3098,6476,262,788,1865,2447,1137,2281,3418,2075,768,348,1364,2085,8847,.463,.478,.332,.762,.530,48.059
1074,1991-92,WSB,25,82,25,57,.305,19855,3364,7301,3218,6764,146,537,1521,1956,1069,2345,3414,2011,713,422,1254,1852,8395,.461,.476,.272,.778,.514,47.076
1075,1990-91,SAC,25,82,25,57,.305,19705,3086,6818,2870,6240,216,578,1540,2105,1027,2218,3245,1991,631,513,1272,2075,7928,.453,.460,.374,.732,.512,46.847
1076,1982-83,SDC,25,82,25,57,.305,19830,3625,7634,3561,7372,64,262,1589,2195,1394,2108,3502,2087,820,408,1600,2284,8903,.475,.483,.244,.724,.518,47.904
1077,1981-82,UTA,25,82,25,57,.305,19780,3679,7446,3657,7349,22,97,1714,2282,1147,2362,3509,1895,700,357,1435,2196,9094,.494,.498,.227,.751,.538,49.557
1078,2021-22,OKC,24,82,24,58,.293,19805,3141,7310,2150,4244,991,3066,1233,1632,854,2887,3741,1822,622,380,1145,1497,8506,.430,.507,.323,.756,.530,49.747
1079,2017-18,ATL,24,82,24,58,.293,19705,3130,7015,2213,4471,917,2544,1298,1654,743,2693,3436,1946,638,348,1276,1606,8475,.446,.495,.360,.785,.547,51.155
1080,2017-18,DAL,24,82,24,58,.293,19805,3128,7042,2161,4354,967,2688,1167,1530,666,2717,3383,1858,578,310,1008,1578,8390,.444,.496,.360,.763,.544,51.285
1081,2016-17,PHO,24,82,24,58,.293,19830,3270,7260,2655,5406,615,1854,1676,2159,976,2712,3688,1604,673,399,1265,2030,8831,.450,.491,.332,.776,.538,49.277
1082,2012-13,CLE,24,82,24,58,.293,19730,2993,6901,2446,5320,547,1581,1380,1826,1004,2359,3363,1694,647,334,1149,1737,7913,.434,.460,.346,.756,.514,47.334
1083,2010-11,NJN,24,82,24,58,.293,20005,2918,6638,2459,5301,459,1337,1427,1881,909,2440,3349,1723,458,384,1152,1807,7722,.440,.464,.343,.759,.517,47.416
1084,2010-11,SAC,24,82,24,58,.293,19855,3134,6979,2706,5702,428,1277,1455,1981,1071,2526,3597,1675,608,391,1324,1805,8151,.449,.475,.335,.734,.519,47.972
1085,2008-09,MEM,24,82,24,58,.293,19805,2865,6311,2467,5205,398,1106,1570,2077,847,2337,3184,1423,615,385,1252,1777,7698,.454,.474,.360,.756,.533,48.550
1086,2008-09,MIN,24,82,24,58,.293,19805,2986,6766,2443,5227,543,1539,1504,1957,975,2442,3417,1674,512,322,1165,1785,8019,.441,.467,.353,.769,.526,48.145
1087,2006-07,BOS,24,82,24,58,.293,19855,2858,6454,2387,5171,471,1283,1670,2178,918,2391,3309,1630,589,382,1350,1971,7857,.443,.462,.367,.767,.530,47.932
1088,2002-03,TOR,24,82,24,58,.293,19805,2847,6664,2438,5471,409,1193,1350,1879,1023,2355,3378,1583,609,392,1181,1761,7453,.427,.446,.343,.718,.497,45.791
1089,1996-97,DAL,24,82,24,58,.293,19805,2813,6452,2383,5136,430,1316,1375,1918,1040,2262,3302,1663,654,351,1324,1798,7431,.436,.464,.327,.717,.509,46.931
1090,1994-95,PHI,24,82,24,58,.293,19805,2949,6577,2594,5641,355,936,1567,2125,1105,2230,3335,1566,643,576,1355,1835,7820,.448,.460,.379,.737,.521,47.537
1091,1993-94,WSB,24,82,24,58,.293,19705,3195,6826,2974,6082,221,744,1618,2162,1071,2189,3260,1823,701,321,1403,1715,8229,.468,.489,.297,.748,.529,48.425
1092,1991-92,DEN,24,82,24,58,.293,19780,3262,7380,3136,6962,126,418,1526,2067,1350,2352,3702,1553,773,461,1447,1984,8176,.442,.450,.301,.738,.493,45.054
1093,1990-91,MIA,24,82,24,58,.293,19780,3280,7139,3140,6675,140,464,1649,2307,1232,2302,3534,1904,756,387,1551,2080,8349,.459,.470,.302,.715,.512,46.925
1094,1987-88,SAC,24,82,24,58,.293,19780,3458,7337,3314,6887,144,450,1795,2324,1232,2461,3693,2116,582,493,1457,1895,8855,.471,.481,.320,.772,.530,48.112
1095,1986-87,NJN,24,82,24,58,.293,19855,3374,7083,3229,6634,145,449,2000,2607,1169,2409,3578,1991,643,397,1617,2353,8893,.476,.487,.323,.767,.540,48.659
1096,1986-87,NYK,24,82,24,58,.293,19780,3329,7023,3204,6648,125,375,1725,2362,1108,2162,3270,1941,704,396,1420,2028,8508,.474,.482,.333,.730,.528,48.291
1097,1984-85,NYK,24,82,24,58,.293,19830,3435,7101,3384,6903,51,198,1706,2350,1116,2102,3218,1999,754,267,1458,2398,8627,.484,.490,.258,.726,.530,48.733
1098,1980-81,NJN,24,82,24,58,.293,19805,3477,7314,3443,7176,34,138,1780,2371,1092,2374,3466,2068,750,458,1664,2204,8768,.475,.480,.246,.751,.525,47.771
1099,1979-80,GSW,24,82,24,58,.293,19880,3527,7318,3500,7197,27,121,1412,1914,1155,2437,3592,2028,779,339,1492,2082,8493,.482,.486,.223,.738,.520,48.381
1100,1979-80,UTA,24,82,24,58,.293,19805,3382,6817,3323,6632,59,185,1571,1943,967,2359,3326,2005,656,362,1543,2006,8394,.496,.501,.319,.809,.547,50.044
1101,2021-22,DET,23,82,23,59,.280,19780,3129,7267,2204,4429,925,2838,1413,1806,900,2625,3525,1924,630,393,1163,1799,8596,.431,.498,.326,.782,.533,49.422
1102,2020-21,MIN,23,72,23,49,.319,17405,2932,6546,1988,3840,944,2706,1265,1662,757,2376,3133,1846,632,398,1027,1507,8073,.448,.518,.349,.761,.555,52.001
1103,2019-20,CHO,23,65,23,42,.354,15750,2425,5586,1640,3355,785,2231,1052,1406,715,2066,2781,1549,428,268,949,1223,6687,.434,.489,.352,.748,.539,50.439
1104,2015-16,PHO,23,82,23,59,.280,19705,3051,7018,2313,4900,738,2118,1431,1905,943,2733,3676,1701,632,313,1410,1858,8271,.435,.472,.348,.751,.526,48.732
1105,2013-14,ORL,23,82,23,59,.280,19955,3022,6784,2459,5188,563,1596,1307,1714,794,2654,3448,1726,630,350,1222,1678,7914,.445,.474,.353,.763,.525,48.695
1106,2011-12,GSW,23,66,23,43,.348,15915,2489,5443,1965,4092,524,1351,951,1235,640,1947,2587,1470,528,362,915,1410,6453,.457,.480,.388,.770,.539,50.542
1107,2011-12,TOR,23,66,23,43,.348,15965,2268,5154,1903,4079,365,1075,1085,1410,697,2074,2771,1382,429,321,1001,1532,5986,.440,.467,.340,.770,.518,47.546
1108,2010-11,WAS,23,82,23,59,.280,19930,3048,6888,2656,5706,392,1182,1489,1999,1013,2374,3387,1592,665,502,1258,1850,7977,.443,.465,.332,.745,.513,47.096
1109,2008-09,OKC,23,82,23,59,.280,19805,2999,6716,2671,5767,328,949,1626,2069,999,2497,3496,1663,608,371,1330,1655,7952,.447,.463,.346,.786,.521,47.096
1110,2007-08,LAC,23,82,23,59,.280,19805,2820,6445,2470,5366,350,1079,1702,2178,800,2491,3291,1732,557,398,1180,1745,7692,.438,.460,.324,.781,.519,46.470
1111,2007-08,NYK,23,82,23,59,.280,19880,2967,6757,2477,5303,490,1454,1524,2095,1029,2457,3486,1530,521,213,1187,1761,7948,.439,.467,.337,.727,.518,47.536
1112,2005-06,NYK,23,82,23,59,.280,19930,2822,6206,2502,5322,320,884,1878,2587,1034,2360,3394,1468,555,271,1449,2157,7842,.455,.470,.362,.726,.534,48.050
1113,2003-04,CHI,23,82,23,59,.280,19830,2798,6753,2369,5497,429,1256,1330,1834,1048,2519,3567,1793,659,396,1321,1911,7355,.414,.431,.342,.725,.486,44.610
1114,2001-02,MEM,23,82,23,59,.280,19780,2851,6535,2515,5439,336,1096,1334,1883,984,2413,3397,1785,646,488,1344,1571,7372,.436,.462,.307,.708,.501,46.197
1115,2000-01,VAN,23,82,23,59,.280,19780,2870,6539,2545,5592,325,947,1457,1892,894,2431,3325,1899,586,359,1291,1733,7522,.439,.455,.343,.770,.510,46.376
1116,1998-99,TOR,23,50,23,27,.460,12075,1660,3940,1434,3278,226,662,1011,1330,712,1447,2159,1036,439,321,799,1139,4557,.421,.437,.341,.760,.504,45.000
1117,1989-90,SAC,23,82,23,59,.280,19755,3305,7056,3089,6407,216,649,1515,1964,952,2363,3315,2052,546,392,1239,1863,8341,.468,.482,.333,.771,.527,48.370
1118,1985-86,NYK,23,82,23,59,.280,19805,3239,7034,3157,6795,82,239,1534,2237,1081,2170,3251,1877,714,308,1438,2213,8094,.460,.465,.343,.686,.505,46.631
1119,1982-83,CLE,23,82,23,59,.280,19755,3252,6995,3222,6875,30,120,1430,1983,1173,2414,3587,1738,617,290,1538,2236,7964,.465,.469,.250,.721,.506,46.705
1120,2023-24,SAS,22,82,22,60,.268,19830,3438,7436,2402,4453,1036,2983,1280,1637,849,2778,3627,2449,584,520,1242,1414,9192,.462,.539,.347,.782,.563,53.201
1121,2022-23,HOU,22,82,22,60,.268,19755,3329,7287,2473,4668,856,2619,1567,2078,1100,2695,3795,1835,600,374,1332,1679,9081,.457,.530,.327,.754,.554,51.558
1122,2022-23,SAS,22,82,22,60,.268,19855,3533,7593,2622,4953,911,2640,1292,1739,965,2619,3584,2232,572,322,1253,1630,9269,.465,.529,.345,.743,.554,52.529
1123,2021-22,ORL,22,82,22,60,.268,19780,3139,7240,2140,4218,999,3022,1270,1614,746,2885,3631,1947,555,367,1188,1612,8547,.434,.507,.331,.787,.538,50.256
1124,2020-21,CLE,22,72,22,50,.306,17430,2778,6175,2058,4034,720,2141,1200,1614,751,2327,3078,1716,559,325,1114,1308,7476,.450,.510,.336,.743,.543,50.818
1125,2020-21,OKC,22,72,22,50,.306,17355,2795,6338,1938,3809,857,2529,1113,1536,715,2568,3283,1588,504,316,1162,1305,7560,.441,.509,.339,.725,.539,50.860
1126,2019-20,CHI,22,65,22,43,.338,15675,2573,5762,1780,3480,793,2282,1006,1332,680,2041,2721,1510,652,265,1005,1417,6945,.447,.511,.348,.755,.547,51.536
1127,2018-19,CHI,22,82,22,60,.268,19905,3266,7205,2521,5082,745,2123,1328,1695,718,2799,3517,1796,603,351,1159,1663,8605,.453,.496,.351,.783,.541,50.500
1128,2017-18,MEM,22,82,22,60,.268,19705,3013,6788,2255,4636,758,2152,1361,1732,779,2544,3323,1767,613,396,1227,1900,8145,.444,.486,.352,.786,.539,49.971
1129,2011-12,NJN,22,66,22,44,.333,15890,2262,5320,1755,3839,507,1481,1113,1433,783,1879,2662,1311,493,260,995,1268,6144,.425,.457,.342,.777,.516,47.284
1130,2011-12,SAC,22,66,22,44,.333,15915,2490,5712,2079,4411,411,1301,1127,1532,882,1947,2829,1271,561,323,952,1287,6518,.436,.471,.316,.736,.510,47.190
1131,2010-11,TOR,22,82,22,60,.268,19780,3144,6755,2799,5664,345,1091,1491,1976,963,2343,3306,1795,581,350,1206,1807,8124,.465,.494,.316,.755,.533,49.097
1132,2007-08,MEM,22,82,22,60,.268,19805,3060,6737,2440,4958,620,1779,1517,2097,848,2567,3415,1574,503,386,1251,1592,8257,.454,.492,.349,.723,.539,50.022
1133,2007-08,MIN,22,82,22,60,.268,19730,3076,6817,2635,5558,441,1259,1246,1693,964,2428,3392,1630,616,306,1188,1885,7839,.451,.474,.350,.736,.518,48.357
1134,2006-07,MEM,22,82,22,60,.268,19980,2998,6448,2498,5086,500,1362,1835,2410,866,2375,3241,1680,564,407,1343,1827,8331,.465,.491,.367,.761,.555,50.372
1135,1999-00,VAN,22,82,22,60,.268,19855,2892,6441,2568,5543,324,898,1594,2060,1005,2324,3329,1700,608,346,1381,1881,7702,.449,.463,.361,.774,.524,47.415
1136,1998-99,CLE,22,50,22,28,.440,12050,1562,3561,1380,3027,182,534,1016,1356,472,1316,1788,1093,452,203,785,1208,4322,.439,.456,.341,.749,.520,46.420
1137,1996-97,PHI,22,82,22,60,.268,19780,3003,6850,2570,5494,433,1356,1776,2450,1267,2355,3622,1695,683,394,1437,1733,8215,.438,.468,.319,.725,.518,47.000
1138,1992-93,WSB,22,82,22,60,.268,19805,3302,7065,3128,6487,174,578,1575,2107,1031,2317,3348,2110,673,359,1323,1795,8353,.467,.482,.301,.748,.523,47.969
1139,1991-92,DAL,22,82,22,60,.268,19755,3120,7104,2852,6307,268,797,1499,1999,1194,2439,3633,1630,536,349,1202,1867,8007,.439,.452,.336,.750,.501,45.805
1140,1989-90,MIN,22,82,22,60,.268,19855,3067,6876,2994,6582,73,294,1596,2137,1196,2053,3249,1844,789,344,1197,1901,7803,.446,.455,.248,.747,.499,45.135
1141,1984-85,GSW,22,82,22,60,.268,19855,3498,7555,3386,7158,112,397,1944,2531,1327,2139,3466,1759,803,284,1460,2136,9052,.463,.473,.282,.768,.522,47.042
1142,1984-85,IND,22,82,22,60,.268,19780,3489,7324,3459,7169,30,155,1871,2516,1198,2623,3821,1945,625,366,1622,2237,8879,.476,.482,.194,.744,.527,47.843
1143,2023-24,CHO,21,82,21,61,.256,19730,3281,7133,2292,4345,989,2788,1189,1512,765,2538,3303,2033,562,371,1129,1472,8740,.460,.528,.355,.786,.560,52.930
1144,2023-24,POR,21,82,21,61,.256,19880,3227,7356,2288,4633,939,2723,1329,1680,1036,2469,3505,1894,627,354,1249,1654,8722,.439,.494,.345,.791,.539,50.251
1145,2020-21,ORL,21,72,21,51,.292,17330,2754,6423,1970,4135,784,2288,1196,1543,747,2525,3272,1571,496,318,924,1237,7488,.429,.476,.343,.775,.527,48.980
1146,2019-20,NYK,21,66,21,45,.318,15965,2638,5896,2007,4024,631,1872,1076,1550,795,2274,3069,1456,504,313,946,1464,6983,.447,.499,.337,.694,.531,50.093
1147,2017-18,PHO,21,82,21,61,.256,19705,3153,7141,2390,4855,763,2286,1453,1962,842,2776,3618,1743,569,370,1289,1807,8522,.442,.492,.334,.741,.532,49.496
1148,2015-16,BRK,21,82,21,61,.256,19755,3136,6920,2605,5412,531,1508,1286,1699,863,2614,3477,1829,627,332,1212,1476,8089,.453,.481,.352,.757,.527,49.155
1149,2014-15,LAL,21,82,21,61,.256,19930,3054,7020,2522,5474,532,1546,1433,1935,952,2647,3599,1715,578,366,1086,1741,8073,.435,.461,.344,.741,.513,47.293
1150,2012-13,CHA,21,82,21,61,.256,19805,2823,6649,2354,5250,469,1399,1546,2060,917,2389,3306,1587,591,479,1153,1561,7661,.425,.448,.335,.750,.507,45.984
1151,2011-12,CLE,21,66,21,45,.318,15965,2261,5360,1821,4087,440,1273,1178,1645,841,1949,2790,1308,466,262,1017,1317,6140,.422,.446,.346,.716,.505,46.287
1152,2011-12,NOH,21,66,21,45,.318,15940,2300,5103,2041,4326,259,777,1057,1397,724,1991,2715,1368,488,316,1024,1324,5916,.451,.472,.333,.757,.517,47.609
1153,2005-06,POR,21,82,21,61,.256,19730,2791,6267,2427,5225,364,1042,1339,1944,886,2203,3089,1490,529,435,1205,1828,7285,.445,.464,.349,.689,.511,47.439
1154,2003-04,ORL,21,82,21,61,.256,19830,2904,6768,2475,5520,429,1248,1474,2000,1003,2350,3353,1584,547,308,1123,1744,7711,.429,.448,.344,.737,.504,46.077
1155,2001-02,CHI,21,82,21,61,.256,19805,2811,6491,2511,5623,300,868,1413,1958,924,2359,3283,1817,633,361,1252,1834,7335,.433,.447,.346,.722,.499,45.617
1156,2001-02,GSW,21,82,21,61,.256,19780,2998,6989,2678,5995,320,994,1693,2344,1334,2493,3827,1706,650,523,1378,1884,8009,.429,.447,.322,.722,.499,45.185
1157,1998-99,GSW,21,50,21,29,.420,12125,1730,4173,1568,3608,162,565,794,1175,816,1559,2375,1037,414,221,768,1270,4416,.415,.435,.287,.676,.471,43.398
1158,1996-97,DEN,21,82,21,61,.256,19930,2934,6687,2298,4976,636,1711,1516,1992,994,2452,3446,1889,503,487,1359,1784,8020,.439,.462,.372,.761,.530,48.632
1159,1995-96,TOR,21,82,21,61,.256,19830,3084,6598,2670,5430,414,1168,1412,1953,1071,2213,3284,1927,745,493,1544,1987,7994,.467,.492,.354,.723,.536,49.879
1160,1994-95,MIN,21,82,21,61,.256,19780,2792,6219,2474,5203,318,1016,1824,2355,883,2090,2973,1780,609,402,1400,2074,7726,.449,.475,.313,.775,.532,47.451
1161,1994-95,WSB,21,82,21,61,.256,19855,3176,6899,2743,5635,433,1264,1457,2013,1044,2219,3263,1749,648,404,1301,1949,8242,.460,.487,.343,.724,.529,49.174
1162,1991-92,ORL,21,82,21,61,.256,19705,3220,7102,3023,6494,197,608,1693,2268,1171,2329,3500,1792,643,367,1389,1977,8330,.453,.466,.324,.746,.514,46.726
1163,1988-89,LAC,21,82,21,61,.256,19855,3526,7428,3472,7194,54,234,1606,2220,1156,2384,3540,2208,815,530,1666,1937,8712,.475,.483,.231,.723,.518,47.833
1164,1988-89,SAS,21,82,21,61,.256,19755,3469,7409,3406,7116,63,293,1651,2367,1295,2181,3476,2037,961,423,1712,2153,8652,.468,.479,.215,.698,.512,47.247
1165,1980-81,DET,21,82,21,61,.256,19755,3236,6986,3223,6902,13,84,1689,2330,1201,2111,3312,1819,884,492,1759,2125,8174,.463,.467,.155,.725,.510,46.414
1166,2021-22,HOU,20,82,20,62,.244,19755,3229,7083,2124,3913,1105,3170,1434,2010,786,2660,3446,1932,600,382,1351,1692,8997,.456,.543,.349,.713,.565,53.388
1167,2020-21,DET,20,72,20,52,.278,17430,2783,6162,1951,3792,832,2370,1278,1683,694,2381,3075,1743,531,371,1075,1477,7676,.452,.515,.351,.759,.556,51.915
1168,2019-20,ATL,20,67,20,47,.299,16280,2723,6067,1918,3651,805,2416,1237,1566,661,2237,2898,1605,523,341,1086,1548,7488,.449,.525,.333,.790,.554,51.516
1169,2019-20,DET,20,66,20,46,.303,15965,2595,5658,1804,3501,791,2157,1097,1476,644,2109,2753,1589,490,299,1008,1299,7078,.459,.515,.367,.743,.561,52.854
1170,2016-17,BRK,20,82,20,62,.244,19755,3102,6987,2225,4396,877,2591,1592,2020,721,2879,3600,1756,593,387,1356,1726,8673,.444,.506,.338,.788,.551,50.673
1171,2012-13,ORL,20,82,20,62,.244,19780,3093,6904,2587,5367,506,1537,1026,1359,890,2612,3502,1871,528,358,1191,1591,7718,.448,.482,.329,.755,.514,48.465
1172,2011-12,WAS,20,66,20,46,.303,15865,2414,5475,2070,4400,344,1075,1008,1386,775,1975,2750,1262,527,417,1008,1405,6180,.441,.470,.320,.727,.508,47.233
1173,2007-08,SEA,20,82,20,62,.244,19830,3125,7032,2812,6093,313,939,1436,1866,971,2688,3659,1748,531,400,1310,1680,7999,.444,.462,.333,.770,.509,46.665
1174,1997-98,DAL,20,82,20,62,.244,19905,2882,6754,2460,5571,422,1183,1308,1738,1008,2280,3288,1535,646,466,1182,1643,7494,.427,.442,.357,.753,.498,45.795
1175,1996-97,SAS,20,82,20,62,.244,19730,2827,6391,2449,5211,378,1180,1386,1929,1101,2129,3230,1661,646,431,1243,1764,7418,.442,.470,.320,.719,.512,47.191
1176,1993-94,DET,20,82,20,62,.244,19730,3169,7017,2811,5976,358,1041,1253,1715,1027,2320,3347,1767,602,309,1236,1935,7949,.452,.470,.344,.731,.511,47.713
1177,1993-94,MIL,20,82,20,62,.244,19705,3044,6807,2713,5788,331,1019,1530,2181,1126,2154,3280,1946,800,407,1343,1821,7949,.447,.469,.325,.702,.512,47.150
1178,1993-94,MIN,20,82,20,62,.244,19730,2985,6535,2802,5978,183,557,1777,2303,990,2343,3333,1967,600,440,1478,2016,7930,.457,.469,.329,.772,.525,47.077
1179,1990-91,DEN,20,82,20,62,.244,19730,3901,8868,3601,7809,300,1059,1726,2263,1520,2530,4050,2005,856,406,1332,2235,9828,.440,.461,.283,.763,.498,45.681
1180,1988-89,CHH,20,82,20,62,.244,19780,3426,7430,3292,7000,134,430,1580,2060,1138,2200,3338,2323,705,264,1318,2068,8566,.461,.470,.312,.767,.514,47.012
1181,1987-88,GSW,20,82,20,62,.244,19780,3463,7404,3372,7092,91,312,1754,2204,1140,2252,3392,2005,741,283,1395,2155,8771,.468,.475,.292,.796,.524,47.387
1182,1982-83,IND,20,82,20,62,.244,19830,3707,7723,3657,7487,50,236,1447,1910,1299,2294,3593,2150,755,411,1535,2086,8911,.480,.488,.212,.758,.520,48.323
1183,2019-20,CLE,19,65,19,46,.292,15725,2619,5715,1892,3645,727,2070,983,1296,704,2172,2876,1500,447,211,1073,1188,6948,.458,.519,.351,.758,.553,52.187
1184,2019-20,MIN,19,64,19,45,.297,15560,2586,5865,1733,3325,853,2540,1223,1624,675,2193,2868,1525,555,362,981,1370,7248,.441,.521,.336,.753,.551,51.364
1185,2018-19,CLE,19,82,19,63,.232,19755,3189,7184,2342,4796,847,2388,1342,1694,879,2619,3498,1698,534,195,1106,1642,8567,.444,.488,.355,.792,.540,50.285
1186,2018-19,PHO,19,82,19,63,.232,19880,3289,7164,2499,4764,790,2400,1447,1858,748,2563,3311,1957,735,418,1279,1932,8815,.459,.525,.329,.779,.552,51.424
1187,2013-14,PHI,19,82,19,63,.232,19855,3108,7150,2531,5303,577,1847,1362,1918,949,2556,3505,1791,765,330,1384,1844,8155,.435,.477,.312,.710,.510,47.503
1188,2010-11,CLE,19,82,19,63,.232,19755,2886,6647,2377,5158,509,1489,1546,2075,856,2449,3305,1720,544,341,1166,1648,7827,.434,.461,.342,.745,.518,47.247
1189,2008-09,LAC,19,82,19,63,.232,19880,2955,6696,2420,5183,535,1513,1354,1839,890,2377,3267,1723,572,482,1221,1650,7799,.441,.467,.354,.736,.520,48.126
1190,2008-09,WAS,19,82,19,63,.232,19705,2994,6655,2599,5457,395,1198,1494,1948,956,2330,3286,1641,619,365,1146,1679,7877,.450,.476,.330,.767,.524,47.956
1191,2000-01,WAS,19,82,19,63,.232,19680,2833,6453,2558,5605,275,848,1704,2245,1016,2370,3386,1647,630,383,1391,1913,7645,.439,.456,.324,.759,.514,46.033
1192,1999-00,GSW,19,82,19,63,.232,19755,2996,7140,2651,6071,345,1069,1497,2147,1300,2438,3738,1851,731,356,1302,2043,7834,.420,.437,.323,.697,.484,44.377
1193,1998-99,BOS,19,50,19,31,.380,12150,1816,4164,1543,3406,273,758,745,1077,680,1458,2138,1073,453,255,807,1193,4650,.436,.453,.360,.692,.501,46.890
1194,1998-99,DAL,19,50,19,31,.380,12075,1749,4033,1547,3438,202,595,881,1210,645,1478,2123,921,352,292,692,1065,4581,.434,.450,.339,.728,.502,45.872
1195,1997-98,GSW,19,82,19,63,.232,19830,2845,6883,2656,6187,189,696,1358,1912,1288,2473,3761,1708,621,448,1369,1859,7237,.413,.429,.272,.710,.468,42.707
1196,1997-98,VAN,19,82,19,63,.232,19830,3006,6567,2681,5669,325,898,1586,2145,1081,2313,3394,1960,614,349,1405,1809,7923,.458,.473,.362,.739,.527,48.249
1197,1992-93,MIN,19,82,19,63,.232,19855,3043,6529,2877,5960,166,569,1794,2247,940,2204,3144,2001,649,455,1422,2028,8046,.466,.483,.292,.798,.535,47.879
