Rk,Player,PTS/G,Draft Team,Round,Pick,Draft Year,Draft College,Season,Team,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Class,-9999
481,Chris Jefferies,15.5,LAL,1,27,2002,Fresno State,2000-01,Fresno State,33,33,30.7,5.1,11.6,3.4,6.7,1.7,4.9,3.6,5.2,1.2,3.6,4.8,1.9,1.5,0.9,2.7,2.3,15.5,.442,.514,.346,.688,.553,.516,F,SO,chris-jefferies-1
482,Shelden Williams,15.5,ATL,1,5,2006,Duke,2004-05,Duke,33,33,33.6,5.8,9.9,5.8,9.9,0.0,0.0,4.0,6.0,3.8,7.3,11.2,0.9,1.3,3.7,2.6,2.9,15.5,.582,.582,,.662,.608,.582,F,JR,shelden-williams-1
483,Jarrett Jack,15.5,DEN,1,22,2005,Georgia Tech,2004-05,Georgia Tech,32,31,34.1,5.1,10.0,3.7,6.7,1.4,3.3,3.8,4.4,0.3,4.6,4.8,4.5,1.8,0.1,3.4,1.7,15.5,.514,.549,.442,.866,.643,.586,G,JR,jarrett-jack-1
484,Randy Foye,15.5,BOS,1,7,2006,Villanova,2004-05,Villanova,32,32,32.1,5.6,13.4,4.0,8.6,1.6,4.8,2.7,3.5,1.8,3.3,5.0,3.1,2.1,0.4,2.2,2.4,15.5,.421,.465,.340,.752,.516,.481,G,JR,randy-foye-1
485,Mario Austin,15.5,CHI,2,36,2003,Mississippi State,2002-03,Mississippi State,25,24,32.9,6.0,11.2,5.8,10.7,0.2,0.5,3.4,5.1,2.6,5.0,7.7,1.2,1.1,0.7,2.4,2.0,15.5,.534,.539,.417,.664,.571,.543,F,JR,mario-austin-1
486,Austin Rivers,15.5,NOH,1,10,2012,Duke,2011-12,Duke,34,33,33.2,5.1,11.8,3.4,7.1,1.7,4.7,3.6,5.4,0.6,2.8,3.4,2.1,1.0,0.0,2.3,2.2,15.5,.433,.477,.365,.658,.538,.505,G,FR,austin-rivers-1
487,JaJuan Johnson,15.5,NJN,1,27,2011,Purdue,2009-10,Purdue,35,34,31.2,5.5,10.8,5.5,10.7,0.0,0.1,4.5,6.3,2.3,4.8,7.1,0.7,0.9,2.1,1.8,2.0,15.5,.507,.512,.000,.718,.560,.507,F,JR,jajuan-johnson-1
488,Luke Ridnour,15.5,OKC,1,14,2003,Oregon,2001-02,Oregon,35,35,34.5,4.8,10.3,2.2,4.3,2.7,6.0,3.2,3.7,0.3,2.7,2.9,5.0,1.7,0.1,3.1,1.8,15.5,.468,.507,.441,.867,.642,.597,G,SO,luke-ridnour-1
489,Ronny Turiaf,15.5,LAL,2,37,2005,Gonzaga,2003-04,Gonzaga,31,29,26.9,5.1,9.6,5.0,9.5,0.0,0.1,5.3,7.5,2.0,4.4,6.4,1.5,0.5,1.5,2.4,2.7,15.5,.525,.527,.333,.708,.586,.527,F,JR,ronny-turiaf-1
490,Kawhi Leonard,15.5,IND,1,15,2011,San Diego State,2010-11,San Diego State,36,36,32.6,5.9,13.2,5.2,10.8,0.7,2.4,3.1,4.0,3.1,7.5,10.6,2.5,1.4,0.6,2.1,2.5,15.5,.444,.478,.291,.759,.512,.471,F,SO,kawhi-leonard-1
491,Gordon Hayward,15.5,UTA,1,9,2010,Butler,2009-10,Butler,37,37,33.5,4.7,10.1,3.4,5.8,1.3,4.3,4.8,5.8,1.9,6.3,8.2,1.7,1.1,0.8,2.3,2.1,15.5,.464,.592,.294,.829,.601,.527,F,SO,gordon-hayward-1
492,Grayson Allen,15.5,UTA,1,21,2018,Duke,2017-18,Duke,37,37,35.6,4.9,11.7,2.1,4.2,2.8,7.5,2.9,3.4,0.5,2.8,3.3,4.6,1.7,0.1,2.1,2.1,15.5,.418,.503,.370,.850,.580,.536,G,SR,grayson-allen-1
493,Isaiah Thomas,15.5,SAC,2,60,2011,Washington,2008-09,Washington,35,34,28.4,5.1,12.3,4.0,8.5,1.1,3.8,4.1,5.9,0.7,2.3,3.0,2.6,1.1,0.1,2.6,1.9,15.5,.418,.475,.291,.686,.511,.463,G,FR,isaiah-thomas-1
494,Josh Hart,15.5,UTA,1,30,2017,Villanova,2015-16,Villanova,40,39,31.4,5.8,11.2,4.4,7.4,1.4,3.9,2.6,3.4,1.9,4.9,6.8,1.9,1.2,0.3,1.7,2.2,15.5,.513,.595,.357,.752,.602,.575,G,JR,josh-hart-1
495,Damion James,15.4,ATL,1,24,2010,Texas,2008-09,Texas,35,35,29.5,5.8,12.4,5.0,9.9,0.8,2.5,3.0,4.4,2.9,6.3,9.2,1.3,1.0,0.9,2.3,2.7,15.4,.468,.503,.326,.684,.532,.500,F,JR,damion-james-1
496,Kyle Guy,15.4,NYK,2,55,2019,Virginia,2018-19,Virginia,38,38,35.4,5.2,11.6,2.1,4.2,3.2,7.4,1.8,2.2,0.7,3.8,4.5,2.1,0.7,0.1,1.4,1.0,15.4,.449,.491,.426,.833,.609,.585,G,JR,kyle-guy-1
497,Jordan Mickey,15.4,BOS,2,33,2015,Louisiana State,2014-15,Louisiana State,31,31,34.9,6.2,12.2,6.1,11.9,0.0,0.3,3.1,4.7,3.2,6.7,9.9,1.3,0.9,3.6,3.3,2.6,15.4,.504,.514,.111,.646,.533,.505,F,SO,jordan-mickey-1
498,Ray McCallum,15.4,SAC,2,36,2013,Detroit Mercy,2011-12,Detroit Mercy,36,36,33.7,5.3,11.6,4.5,8.2,0.8,3.5,3.9,5.1,1.0,3.5,4.5,4.0,1.6,0.2,2.2,2.1,15.4,.458,.551,.240,.766,.548,.494,G,SO,ray-mccallum-2
499,Corsley Edwards,15.4,SAC,2,58,2002,Central Connecticut State,2001-02,Central Connecticut State,32,32,31.0,5.6,11.0,5.6,11.0,0.0,0.0,4.3,5.6,4.0,4.7,8.7,1.0,1.4,1.5,2.2,2.4,15.4,.504,.504,,.761,.562,.504,C,SR,corsley-edwards-1
500,Jon Leuer,15.4,MIL,2,40,2011,Wisconsin,2009-10,Wisconsin,24,22,28.8,5.9,11.3,5.2,9.4,0.8,1.9,2.8,3.9,1.5,4.3,5.8,1.6,0.5,1.3,1.0,2.1,15.4,.522,.549,.391,.720,.584,.555,F,JR,jon-leuer-1
501,Chris Douglas-Roberts,15.4,NJN,2,40,2008,Memphis,2006-07,Memphis,35,35,26.6,5.5,10.2,5.0,8.5,0.5,1.7,3.7,5.1,1.1,2.4,3.4,1.7,1.1,0.5,1.9,2.2,15.4,.543,.585,.328,.732,.609,.570,G,SO,chris-douglas-roberts-1
502,Marcus Smart,15.4,BOS,1,6,2014,Oklahoma State,2012-13,Oklahoma State,33,32,33.5,4.6,11.3,3.4,7.4,1.2,4.0,5.1,6.5,1.5,4.3,5.8,4.2,3.0,0.7,3.4,2.8,15.4,.404,.465,.290,.777,.532,.455,G,FR,marcus-smart-1
503,Trevor Booker,15.3,MIN,1,23,2010,Clemson,2008-09,Clemson,32,32,30.7,5.9,10.3,5.6,9.7,0.3,0.7,3.3,4.6,3.3,6.4,9.7,1.7,1.5,2.0,1.8,1.7,15.3,.571,.583,.409,.707,.612,.585,F,JR,trevor-booker-1
504,Jason Maxiell,15.3,DET,1,26,2005,Cincinnati,2004-05,Cincinnati,33,33,31.4,5.0,9.2,4.9,9.0,0.1,0.2,5.3,8.3,3.2,4.5,7.7,0.8,1.0,2.7,1.9,2.5,15.3,.543,.545,.400,.645,.586,.546,F,SR,jason-maxiell-1
505,Keyonte George,15.3,UTA,1,16,2023,Baylor,2022-23,Baylor,33,33,28.6,4.7,12.5,2.4,5.6,2.3,6.9,3.6,4.5,1.0,3.2,4.2,2.8,1.1,0.2,2.9,2.1,15.3,.376,.424,.338,.793,.524,.470,G,FR,keyonte-george-1
506,Georges Niang,15.3,IND,2,50,2016,Iowa State,2014-15,Iowa State,34,34,30.7,5.5,11.9,4.1,8.6,1.4,3.4,3.0,3.7,1.0,4.4,5.4,3.4,0.5,0.5,2.7,2.8,15.3,.461,.485,.400,.808,.560,.517,F,JR,georges-niang-1
507,Tobias Harris,15.3,CHA,1,19,2011,Tennessee,2010-11,Tennessee,34,33,29.2,5.4,11.8,4.8,9.6,0.7,2.2,3.8,5.0,2.0,5.3,7.3,1.3,0.7,0.9,1.8,2.1,15.3,.460,.497,.303,.753,.540,.489,F,FR,tobias-harris-1
508,Daniel Ewing,15.3,LAC,2,32,2005,Duke,2004-05,Duke,33,32,34.5,5.5,12.8,3.4,6.8,2.1,6.0,2.2,3.2,0.7,2.5,3.2,4.0,2.0,0.4,3.0,3.0,15.3,.427,.498,.347,.692,.532,.508,G,SR,daniel-ewing-1
509,Jordan Adams,15.3,MEM,1,22,2014,UCLA,2012-13,UCLA,33,27,30.3,5.0,11.2,3.6,6.6,1.4,4.5,3.9,4.6,0.6,3.2,3.8,1.8,2.2,0.4,1.2,2.1,15.3,.447,.543,.307,.843,.572,.509,G,FR,jordan-adams-1
510,Spencer Dinwiddie,15.3,DET,2,38,2014,Colorado,2012-13,Colorado,33,33,32.5,3.9,9.5,2.5,5.3,1.4,4.2,6.0,7.3,0.3,2.9,3.2,3.0,1.3,0.5,2.2,2.0,15.3,.415,.477,.338,.825,.591,.490,G,SO,spencer-dinwiddie-1
511,Isaiah Wong,15.3,IND,2,55,2023,Miami (FL),2021-22,Miami (FL),37,36,33.9,5.6,12.4,4.3,8.1,1.3,4.3,2.8,3.8,0.6,3.6,4.3,2.0,0.9,0.3,1.4,1.8,15.3,.452,.532,.302,.748,.540,.504,G,JR,isaiah-wong-1
512,Jordan Miller,15.3,LAC,2,48,2023,Miami (FL),2022-23,Miami (FL),37,37,35.0,5.9,10.8,5.0,8.4,0.9,2.5,2.6,3.4,2.1,4.2,6.2,2.7,1.2,0.4,1.3,1.7,15.3,.545,.602,.352,.784,.616,.585,G,SR,jordan-miller-2
513,Markel Brown,15.3,MIN,2,44,2014,Oklahoma State,2012-13,Oklahoma State,33,33,34.1,5.1,11.8,3.5,7.4,1.6,4.3,3.5,4.5,0.5,3.9,4.4,2.4,1.0,0.8,1.7,2.1,15.3,.436,.478,.364,.760,.549,.503,G,JR,markel-brown-1
514,Tremont Waters,15.3,BOS,2,51,2019,Louisiana State,2018-19,Louisiana State,33,29,32.4,5.2,12.1,3.5,6.9,1.7,5.2,3.2,3.9,0.3,2.5,2.8,5.8,2.9,0.1,3.5,1.9,15.3,.430,.507,.327,.813,.547,.500,G,SO,tremont-waters-1
515,Chris Paul,15.3,NOH,1,4,2005,Wake Forest,2004-05,Wake Forest,32,31,33.4,4.5,9.9,3.0,6.9,1.4,3.0,4.9,5.8,0.7,3.8,4.5,6.6,2.4,0.0,2.8,2.6,15.3,.451,.441,.474,.834,.601,.524,G,SO,chris-paul-1
516,Tyrone Wallace,15.3,UTA,2,60,2016,California,2015-16,California,28,25,32.2,5.4,12.3,4.5,9.3,0.9,3.0,3.6,5.5,1.0,4.3,5.3,4.4,1.0,0.4,2.6,2.3,15.3,.440,.486,.298,.649,.513,.477,G,SR,tyrone-wallace-1
517,Julian Strawther,15.2,IND,1,29,2023,Gonzaga,2022-23,Gonzaga,37,37,31.2,5.1,10.9,3.0,5.6,2.2,5.3,2.8,3.6,0.8,5.5,6.2,1.3,0.8,0.4,1.5,2.1,15.2,.469,.526,.408,.776,.602,.568,G,JR,julian-strawther-1
518,Rudy Gay Jr,15.2,HOU,1,8,2006,Connecticut,2005-06,Connecticut,33,33,30.8,5.7,12.3,4.8,9.6,0.8,2.7,3.1,4.2,2.0,4.4,6.4,2.1,1.8,1.6,2.5,2.3,15.2,.461,.500,.318,.732,.533,.495,F,SO,rudy-gay-1
519,De'Andre Hunter,15.2,LAL,1,4,2019,Virginia,2018-19,Virginia,38,38,32.5,5.4,10.4,4.2,7.6,1.2,2.8,3.2,4.1,1.4,3.7,5.1,2.0,0.6,0.6,1.4,2.0,15.2,.520,.550,.438,.783,.618,.579,G,SO,deandre-hunter-1
520,Lonny Baxter,15.2,CHI,2,44,2002,Maryland,2001-02,Maryland,35,35,28.7,5.5,10.1,5.5,10.1,0.0,0.0,4.2,6.7,2.3,5.9,8.2,0.8,0.9,2.0,2.2,2.9,15.2,.545,.547,.000,.623,.572,.545,C,SR,lonny-baxter-1
521,Alando Tucker,15.2,PHO,1,29,2007,Wisconsin,2004-05,Wisconsin,31,30,31.7,5.2,10.8,4.5,8.4,0.7,2.4,4.0,5.9,2.2,3.9,6.1,1.7,0.7,0.1,1.9,1.3,15.2,.485,.533,.315,.683,.561,.519,G,SO,alando-tucker-1
522,Sean May,15.2,CHA,1,13,2005,North Carolina,2003-04,North Carolina,29,29,28.9,5.6,12.1,5.6,12.0,0.0,0.1,4.0,5.8,3.4,6.4,9.8,1.4,1.4,1.2,2.4,2.6,15.2,.463,.468,.000,.689,.511,.463,C,SO,sean-may-1
523,Trevor Booker,15.2,MIN,1,23,2010,Clemson,2009-10,Clemson,32,32,30.8,5.9,11.3,5.6,10.2,0.3,1.1,3.2,5.3,2.8,5.6,8.4,2.5,1.3,1.4,1.9,2.0,15.2,.521,.547,.265,.591,.549,.533,F,SR,trevor-booker-1
524,Matt Bonner,15.2,CHI,2,45,2003,Florida,2002-03,Florida,33,33,31.4,5.5,10.8,3.6,6.8,1.9,4.0,2.2,3.1,2.1,4.0,6.1,1.5,1.1,0.6,1.6,2.1,15.2,.510,.531,.474,.733,.619,.598,F,SR,matt-bonner-1
525,Allen Crabbe,15.2,CLE,2,31,2013,California,2011-12,California,34,33,34.1,5.3,12.2,2.8,6.1,2.4,6.1,2.2,2.6,0.9,4.8,5.7,2.1,0.5,0.6,1.6,1.4,15.2,.431,.464,.399,.843,.564,.531,G,SO,allen-crabbe-1
526,Grant Williams,15.2,BOS,1,22,2019,Tennessee,2017-18,Tennessee,35,35,28.8,5.2,11.1,5.1,10.3,0.1,0.7,4.6,6.1,2.3,3.7,6.0,1.9,0.6,1.3,2.1,3.3,15.2,.473,.497,.120,.764,.544,.477,F,SO,grant-williams-1
527,PJ Washington,15.2,CHA,1,12,2019,Kentucky,2018-19,Kentucky,35,33,29.3,5.4,10.4,4.5,8.2,0.9,2.2,3.4,5.1,2.3,5.2,7.5,1.8,0.8,1.2,2.0,2.5,15.2,.522,.549,.423,.663,.592,.567,F,SO,pj-washington-1
528,Maarty Leunen,15.2,HOU,2,54,2008,Oregon,2007-08,Oregon,32,32,34.7,4.9,8.8,3.1,5.0,1.8,3.8,3.5,4.4,2.2,7.0,9.2,2.8,0.9,0.3,1.6,2.4,15.2,.559,.609,.492,.789,.696,.664,F,SR,maarty-leunen-1
529,DeMarcus Cousins,15.1,SAC,1,5,2010,Kentucky,2009-10,Kentucky,38,37,23.5,5.4,9.7,5.4,9.6,0.0,0.2,4.3,7.1,4.1,5.8,9.8,1.0,1.0,1.8,2.1,3.2,15.1,.558,.565,.167,.604,.579,.560,F,FR,demarcus-cousins-1
530,Kyle Korver,15.1,NJN,2,51,2003,Creighton,2001-02,Creighton,29,28,31.6,4.5,9.4,1.8,3.1,2.7,6.3,3.3,3.8,1.6,3.9,5.5,3.3,1.6,0.6,2.2,2.4,15.1,.478,.578,.429,.890,.672,.622,F,JR,kyle-korver-1
531,Jarnell Stokes,15.1,UTA,2,35,2014,Tennessee,2013-14,Tennessee,37,37,32.4,5.4,10.1,5.4,10.1,0.0,0.0,4.3,6.2,4.2,6.4,10.6,2.0,0.7,0.9,2.1,2.0,15.1,.531,.531,,.696,.576,.531,F,JR,jarnell-stokes-1
532,Luol Deng,15.1,PHO,1,7,2004,Duke,2003-04,Duke,37,32,31.1,5.7,11.9,4.6,8.9,1.1,3.0,2.6,3.7,2.2,4.7,6.9,1.8,1.3,1.1,2.2,2.2,15.1,.476,.515,.360,.710,.551,.522,F,FR,luol-deng-1
533,Khyri Thomas,15.1,PHI,2,38,2018,Creighton,2017-18,Creighton,33,33,31.7,5.6,10.4,3.7,5.8,1.9,4.6,2.0,2.6,1.1,3.3,4.4,2.8,1.7,0.2,1.8,1.9,15.1,.538,.639,.411,.788,.650,.629,G,JR,khyri-thomas-1
534,Darius Morris,15.0,LAL,2,41,2011,Michigan,2010-11,Michigan,35,34,34.8,5.7,11.7,5.3,9.9,0.5,1.8,3.1,4.3,0.9,3.1,4.0,6.7,1.0,0.0,2.9,2.1,15.0,.489,.533,.250,.715,.545,.509,G,SO,darius-morris-1
535,Colby Jones,15.0,CHA,2,34,2023,Xavier,2022-23,Xavier,36,36,34.0,5.8,11.3,4.5,8.0,1.3,3.3,2.3,3.4,1.3,4.5,5.7,4.4,1.3,0.6,2.3,2.1,15.0,.509,.563,.378,.653,.580,.564,G,JR,colby-jones-1
536,James Johnson,15.0,CHI,1,16,2009,Wake Forest,2008-09,Wake Forest,31,31,30.5,6.0,11.1,5.3,8.9,0.7,2.2,2.2,3.2,2.5,6.0,8.5,2.0,1.4,1.5,2.4,2.9,15.0,.542,.598,.319,.697,.593,.574,F,SO,james-johnson-2
537,J.J. Redick,15.0,ORL,1,11,2006,Duke,2002-03,Duke,33,30,30.7,4.5,10.9,1.6,3.7,2.9,7.2,3.1,3.4,0.6,1.9,2.5,2.0,1.2,0.1,1.6,1.7,15.0,.413,.439,.399,.919,.598,.544,G,FR,jj-redick-1
538,LaMarcus Aldridge,15.0,CHI,1,2,2006,Texas,2005-06,Texas,37,37,33.7,5.9,10.4,5.9,10.4,0.0,0.0,3.2,4.9,3.6,5.5,9.2,0.5,1.4,2.0,1.6,2.5,15.0,.569,.569,,.646,.589,.569,F,SO,lamarcus-aldridge-1
539,T.J. Ford,15.0,MIL,1,8,2003,Texas,2002-03,Texas,33,33,33.6,4.8,12.0,4.3,10.0,0.5,2.1,4.8,5.9,0.6,3.2,3.9,7.7,2.0,0.2,3.2,2.5,15.0,.401,.429,.265,.820,.506,.423,G,SO,tj-ford-1
540,Julius Randle,15.0,LAL,1,7,2014,Kentucky,2013-14,Kentucky,40,40,30.8,4.9,9.8,4.8,9.3,0.1,0.5,5.1,7.2,3.5,6.9,10.4,1.4,0.5,0.8,2.5,2.3,15.0,.501,.517,.167,.706,.567,.505,F,FR,julius-randle-1
541,Jared Jeffries,15.0,WAS,1,11,2002,Indiana,2001-02,Indiana,36,36,32.6,5.3,11.5,4.5,9.5,0.8,2.0,3.7,5.6,2.5,5.1,7.6,2.1,1.5,1.3,2.8,2.4,15.0,.457,.472,.380,.667,.529,.489,F,SO,jared-jeffries-1
542,Sonny Weems,15.0,CHI,2,39,2008,Arkansas,2007-08,Arkansas,34,34,31.4,5.8,12.5,4.2,8.2,1.6,4.3,1.8,2.2,1.6,2.8,4.5,2.6,1.3,0.2,2.8,2.2,15.0,.464,.513,.370,.803,.552,.527,F,SR,sonny-weems-1
543,A.J. Hammons,15.0,DAL,2,46,2016,Purdue,2015-16,Purdue,33,20,24.6,6.0,10.2,5.8,9.8,0.2,0.3,2.7,3.8,2.3,5.8,8.2,1.1,0.3,2.5,2.0,2.4,15.0,.592,.594,.545,.709,.623,.601,C,SR,aj-hammons-1
544,Edmond Sumner,15.0,NOH,2,52,2017,Xavier,2016-17,Xavier,21,20,33.1,4.8,10.0,4.2,8.0,0.6,2.1,4.8,6.5,0.5,3.8,4.3,5.0,1.3,0.8,2.8,2.4,15.0,.479,.533,.273,.735,.570,.507,G,SO,edmond-sumner-1
545,Frank Williams,14.9,DEN,1,25,2002,Illinois,2000-01,Illinois,34,34,32.2,4.9,12.1,3.8,8.5,1.1,3.6,3.9,4.9,0.7,3.0,3.7,4.4,2.0,0.3,2.6,2.1,14.9,.410,.448,.320,.806,.520,.457,G,SO,frank-williams-1
546,Neemias Queta,14.9,SAC,2,39,2021,Utah State,2020-21,Utah State,29,29,30.0,5.8,10.3,5.8,10.2,0.0,0.1,3.4,4.8,2.9,7.3,10.1,2.7,1.1,3.3,2.4,2.4,14.9,.559,.562,.000,.707,.592,.559,C,JR,neemias-queta-1
547,Derrick Rose,14.9,CHI,1,1,2008,Memphis,2007-08,Memphis,40,39,29.2,5.2,10.9,4.3,8.3,0.9,2.6,3.7,5.1,1.4,3.2,4.5,4.7,1.2,0.4,2.7,1.7,14.9,.477,.521,.337,.712,.560,.517,G,FR,derrick-rose-1
548,Mike Muscala,14.9,DAL,2,44,2013,Bucknell,2010-11,Bucknell,34,33,27.8,5.5,10.6,5.4,10.3,0.1,0.3,3.8,4.6,1.7,5.6,7.3,1.4,0.4,2.0,1.7,2.6,14.9,.517,.521,.364,.816,.580,.522,F,SO,mike-muscala-1
549,Landry Shamet,14.9,PHI,1,26,2018,Wichita State,2017-18,Wichita State,32,32,31.7,4.8,9.8,2.2,3.9,2.6,5.9,2.7,3.2,0.4,2.8,3.2,5.2,0.7,0.2,2.1,1.9,14.9,.489,.560,.442,.825,.655,.622,G,SO,landry-shamet-1
550,Jon Brockman,14.9,POR,2,38,2009,Washington,2008-09,Washington,34,34,30.5,5.6,10.6,5.6,10.6,0.0,0.0,3.7,5.8,4.2,7.3,11.5,1.1,0.9,0.1,1.9,3.0,14.9,.526,.528,.000,.640,.557,.526,F,SR,jon-brockman-1
551,Davon Reed,14.9,PHO,2,32,2017,Miami (FL),2016-17,Miami (FL),33,33,35.3,4.9,11.3,2.5,5.2,2.4,6.0,2.7,3.3,0.8,3.9,4.8,2.4,1.3,0.5,2.0,1.6,14.9,.433,.474,.397,.833,.580,.539,G,SR,davon-reed-1
552,Cole Aldrich,14.9,NOH,1,11,2010,Kansas,2008-09,Kansas,35,35,29.6,5.7,9.5,5.7,9.5,0.0,0.0,3.5,4.4,3.0,8.0,11.1,1.0,0.6,2.7,1.6,2.6,14.9,.598,.598,,.792,.640,.598,C,SO,cole-aldrich-1
553,D.J. Strawberry Jr,14.9,PHO,2,59,2007,Maryland,2006-07,Maryland,34,34,31.9,5.4,11.4,4.4,8.4,1.0,3.0,3.0,4.4,1.3,3.1,4.4,3.5,2.0,0.4,2.2,2.6,14.9,.477,.525,.343,.685,.553,.522,G,SR,dj-strawberry-1
554,Chris Paul,14.8,NOH,1,4,2005,Wake Forest,2003-04,Wake Forest,31,31,33.6,4.4,8.8,3.1,6.0,1.3,2.8,4.8,5.7,0.7,2.6,3.3,5.9,2.7,0.4,2.6,2.6,14.8,.496,.511,.465,.843,.645,.570,G,FR,chris-paul-1
555,Joe Wieskamp,14.8,SAS,2,41,2021,Iowa,2020-21,Iowa,31,31,29.3,5.2,10.6,2.8,5.5,2.4,5.1,2.1,3.1,1.2,5.5,6.6,1.7,0.9,0.3,1.4,1.5,14.8,.491,.518,.462,.677,.616,.602,G,JR,joe-wieskamp-1
556,Chimezie Metu,14.8,SAS,2,49,2018,Southern California,2016-17,Southern California,36,36,31.3,5.6,10.2,5.6,10.1,0.0,0.1,3.6,4.8,2.0,5.8,7.8,1.4,0.8,1.5,2.1,2.5,14.8,.552,.552,.500,.741,.595,.553,F,SO,chimezie-metu-1
557,Trey Burke,14.8,MIN,1,9,2013,Michigan,2011-12,Michigan,34,32,36.1,5.2,12.0,3.5,7.2,1.7,4.8,2.7,3.7,0.6,2.8,3.5,4.6,0.9,0.4,2.8,1.6,14.8,.433,.490,.348,.744,.538,.502,G,FR,trey-burke-1
558,Ignas Brazdeikis,14.8,SAC,2,47,2019,Michigan,2018-19,Michigan,37,37,29.6,5.1,11.0,3.6,7.1,1.5,3.9,3.1,4.1,1.2,4.3,5.4,0.8,0.7,0.5,1.2,2.1,14.8,.462,.500,.392,.773,.573,.531,F,FR,ignas-brazdeikis-1
559,Hakim Warrick,14.8,MEM,1,19,2005,Syracuse,2002-03,Syracuse,35,35,32.7,5.6,10.4,5.6,10.4,0.0,0.0,3.5,5.3,3.2,5.3,8.5,1.6,1.4,1.3,2.6,2.7,14.8,.541,.543,.000,.667,.573,.541,F,SO,hakim-warrick-1
560,Bradley Beal,14.8,WAS,1,3,2012,Florida,2011-12,Florida,37,37,34.2,4.7,10.6,3.0,5.6,1.7,5.0,3.6,4.7,1.4,5.4,6.7,2.2,1.4,0.8,2.1,2.1,14.8,.445,.541,.339,.769,.575,.525,G,FR,bradley-beal-1
561,Kirk Hinrich,14.8,CHI,1,7,2003,Kansas,2001-02,Kansas,37,35,30.9,5.4,9.9,3.6,6.2,1.8,3.7,2.3,2.8,1.2,3.6,4.8,5.0,1.6,0.4,2.7,2.6,14.8,.541,.579,.478,.808,.657,.631,G,JR,kirk-hinrich-1
562,Patrick Mills,14.8,POR,2,55,2009,St. Mary's (CA),2007-08,St. Mary's (CA),32,32,32.1,5.0,11.7,3.1,5.8,1.9,5.9,2.8,3.7,0.4,1.7,2.1,3.5,1.8,0.1,2.8,1.6,14.8,.429,.538,.323,.761,.548,.511,G,FR,patrick-mills-1
563,Wayne Simien Jr,14.8,MIA,1,29,2005,Kansas,2002-03,Kansas,16,12,24.4,5.9,9.2,5.9,9.2,0.0,0.0,2.9,4.3,3.2,5.0,8.2,0.6,0.9,0.3,1.3,2.1,14.8,.646,.646,,.676,.658,.646,F,SO,wayne-simien-1
564,Jeffery Taylor,14.7,CHA,2,31,2012,Vanderbilt,2010-11,Vanderbilt,34,33,31.7,5.0,11.2,3.9,7.9,1.1,3.3,3.5,4.9,1.7,3.9,5.5,2.4,1.0,0.6,2.6,2.4,14.7,.449,.493,.345,.719,.544,.500,F,JR,jeffery-taylor-1
565,Brandan Wright,14.7,CHA,1,8,2007,North Carolina,2006-07,North Carolina,37,37,27.4,6.2,9.5,6.2,9.5,0.0,0.0,2.4,4.2,2.1,4.1,6.2,1.0,1.0,1.8,1.6,1.5,14.7,.646,.646,,.567,.637,.646,F,FR,brandan-wright-1
566,Jason Richardson,14.7,GSW,1,5,2001,Michigan State,2000-01,Michigan State,33,32,28.5,5.5,11.0,4.0,7.3,1.5,3.7,2.2,3.2,1.8,4.1,5.9,2.2,1.2,0.8,1.3,2.2,14.7,.503,.554,.402,.689,.589,.570,G,SO,jason-richardson-1
567,Earl Watson,14.7,OKC,2,40,2001,UCLA,2000-01,UCLA,32,32,34.8,5.4,10.9,4.2,7.5,1.2,3.4,2.8,4.4,1.3,2.3,3.7,5.2,1.9,0.3,3.4,3.1,14.7,.493,.556,.352,.636,.567,.547,G,SR,earl-watson-1
568,A.J. Price,14.7,IND,2,52,2009,Connecticut,2008-09,Connecticut,35,35,31.8,4.9,11.9,2.5,6.1,2.3,5.8,2.7,3.7,0.6,2.9,3.5,4.7,0.7,0.0,2.7,1.3,14.7,.408,.413,.402,.721,.538,.506,G,SR,aj-price-1
569,Spencer Dinwiddie,14.7,DET,2,38,2014,Colorado,2013-14,Colorado,17,17,31.1,3.6,7.7,2.1,4.0,1.5,3.7,6.0,7.0,0.5,2.6,3.1,3.8,1.5,0.2,1.8,1.9,14.7,.466,.515,.413,.857,.667,.565,G,JR,spencer-dinwiddie-1
570,Brian Scalabrine,14.7,NJN,2,35,2001,Southern California,2000-01,Southern California,34,33,32.8,5.1,10.6,4.5,8.7,0.6,1.9,3.9,4.9,2.1,3.9,5.9,2.8,0.9,0.9,3.1,2.6,14.7,.478,.517,.303,.801,.566,.506,C,SR,brian-scalabrine-1
571,Jimmy Butler,14.7,CHI,1,30,2011,Marquette,2009-10,Marquette,34,34,34.3,4.4,8.2,3.9,7.3,0.5,0.9,5.5,7.2,2.4,3.9,6.4,2.0,1.3,0.6,1.1,2.0,14.7,.530,.534,.500,.766,.632,.559,G,JR,jimmy-butler-1
572,Blake Griffin,14.7,LAC,1,1,2009,Oklahoma,2007-08,Oklahoma,33,28,28.4,5.6,9.8,5.6,9.8,0.0,0.1,3.5,6.0,3.3,5.8,9.1,1.8,1.0,0.8,2.3,2.5,14.7,.568,.571,.000,.589,.580,.568,F,FR,blake-griffin-1
