Rk,Season,Team,W,G,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,MOV,SOS,SRS,Pace,ORtg,DRtg,TOV%,ORB%,DRB%,FTr
1112,2005-06,NYK,23,82,59,0.28,19930,2822,6206,2502,5322,320,884,1878,2587,1034,2360,3394,1468,555,271,1449,2157,7842,0.455,0.47,0.362,0.726,0.534,0.481,-6.4,0.11,-6.3,90.8,104,111,16.5,31.2,72.8,0.417
1113,2003-04,CHI,23,82,59,0.28,19830,2798,6753,2369,5497,429,1256,1330,1834,1048,2519,3567,1793,659,396,1321,1911,7355,0.414,0.431,0.342,0.725,0.486,0.446,-6.35,-0.33,-6.69,92.2,96.6,103.4,14.9,28.1,71.4,0.272
1114,2001-02,MEM,23,82,59,0.28,19780,2851,6535,2515,5439,336,1096,1334,1883,984,2413,3397,1785,646,488,1344,1571,7372,0.436,0.462,0.307,0.708,0.501,0.462,-7.44,0.7,-6.74,91.1,98.2,106.3,15.4,27.8,68,0.288
1115,2000-01,VAN,23,82,59,0.28,19780,2870,6539,2545,5592,325,947,1457,1892,894,2431,3325,1899,586,359,1291,1733,7522,0.439,0.455,0.343,0.77,0.51,0.464,-5.73,0.79,-4.94,91.7,99.6,105.8,14.9,26.1,69.8,0.289
1116,1998-99,TOR,23,50,27,0.46,12075,1660,3940,1434,3278,226,662,1011,1330,712,1447,2159,1036,439,321,799,1139,4557,0.421,0.437,0.341,0.76,0.504,0.45,-1.64,0.33,-1.32,88.8,102,103.9,15,33.8,70.2,0.338
1117,1989-90,SAC,23,82,59,0.28,19755,3305,7056,3089,6407,216,649,1515,1964,952,2363,3315,2052,546,392,1239,1863,8341,0.468,0.482,0.333,0.771,0.527,0.484,-5.06,0.65,-4.41,96.7,104.8,110,13.5,27.3,67.3,0.278
1118,1985-86,NYK,23,82,59,0.28,19805,3239,7034,3157,6795,82,239,1534,2237,1081,2170,3251,1877,714,308,1438,2213,8094,0.46,0.465,0.343,0.686,0.505,0.466,-5.61,0.79,-4.82,98.6,99.5,105.2,15.2,29.5,65,0.318
1119,1982-83,CLE,23,82,59,0.28,19755,3252,6995,3222,6875,30,120,1430,1983,1173,2414,3587,1738,617,290,1538,2236,7964,0.465,0.469,0.25,0.721,0.506,0.467,-7.44,0.66,-6.78,97.6,99.2,106.8,16.4,33,71.3,0.283
1120,2023-24,SAS,22,82,60,0.268,19830,3438,7436,2402,4453,1036,2983,1280,1637,849,2778,3627,2449,584,520,1242,1414,9192,0.462,0.539,0.347,0.782,0.563,0.532,-6.49,0.69,-5.8,101.1,110,116.4,13.2,22.9,76.4,0.22
1121,2022-23,HOU,22,82,60,0.268,19755,3329,7287,2473,4668,856,2619,1567,2078,1100,2695,3795,1835,600,374,1332,1679,9081,0.457,0.53,0.327,0.754,0.554,0.516,-7.85,0.24,-7.62,99,111.4,119.3,14,30.2,75.8,0.285
1122,2022-23,SAS,22,82,60,0.268,19855,3533,7593,2622,4953,911,2640,1292,1739,965,2619,3584,2232,572,322,1253,1630,9269,0.465,0.529,0.345,0.743,0.554,0.525,-10.04,0.22,-9.82,101.6,110.2,120,13,25.6,74.9,0.229
1123,2021-22,ORL,22,82,60,0.268,19780,3139,7240,2140,4218,999,3022,1270,1614,746,2885,3631,1947,555,367,1188,1612,8547,0.434,0.507,0.331,0.787,0.538,0.503,-8,0.33,-7.67,99.2,104.5,112.5,13,19.8,77.2,0.223
1124,2020-21,CLE,22,72,50,0.306,17430,2778,6175,2058,4034,720,2141,1200,1614,751,2327,3078,1716,559,325,1114,1308,7476,0.45,0.51,0.336,0.743,0.543,0.508,-8.44,0.25,-8.19,97.3,105.8,114.4,13.9,23.6,76.6,0.261
1125,2020-21,OKC,22,72,50,0.306,17355,2795,6338,1938,3809,857,2529,1113,1536,715,2568,3283,1588,504,316,1162,1305,7560,0.441,0.509,0.339,0.725,0.539,0.509,-10.64,0.51,-10.13,101,103.5,114,14.2,21.2,77.9,0.242
1126,2019-20,CHI,22,65,43,0.338,15675,2573,5762,1780,3480,793,2282,1006,1332,680,2041,2721,1510,652,265,1005,1417,6945,0.447,0.511,0.348,0.755,0.547,0.515,-3.08,-0.93,-4,99.7,106.7,109.8,13.7,22.8,75.6,0.231
1127,2018-19,CHI,22,82,60,0.268,19905,3266,7205,2521,5082,745,2123,1328,1695,718,2799,3517,1796,603,351,1159,1663,8605,0.453,0.496,0.351,0.783,0.541,0.505,-8.41,0.1,-8.32,99,104.8,113.2,12.7,19.4,77.3,0.235
1128,2017-18,MEM,22,82,60,0.268,19705,3013,6788,2255,4636,758,2152,1361,1732,779,2544,3323,1767,613,396,1227,1900,8145,0.444,0.486,0.352,0.786,0.539,0.5,-6.21,0.39,-5.81,94.9,104.5,111,14,22.4,76.5,0.255
1129,2011-12,NJN,22,66,44,0.333,15890,2262,5320,1755,3839,507,1481,1113,1433,783,1879,2662,1311,493,260,995,1268,6144,0.425,0.457,0.342,0.777,0.516,0.473,-5.98,-0.39,-6.37,90.1,102.9,109.6,14.3,27.8,70.7,0.269
1130,2011-12,SAC,22,66,44,0.333,15915,2490,5712,2079,4411,411,1301,1127,1532,882,1947,2829,1271,561,323,952,1287,6518,0.436,0.471,0.316,0.736,0.51,0.472,-5.68,0.73,-4.95,94.7,103.8,109.8,13,29.1,70.5,0.268
1131,2010-11,TOR,22,82,60,0.268,19780,3144,6755,2799,5664,345,1091,1491,1976,963,2343,3306,1795,581,350,1206,1807,8124,0.465,0.494,0.316,0.755,0.533,0.491,-6.28,0.01,-6.28,92.9,106.1,112.9,13.7,28.2,72,0.293
1132,2007-08,MEM,22,82,60,0.268,19805,3060,6737,2440,4958,620,1779,1517,2097,848,2567,3415,1574,503,386,1251,1592,8257,0.454,0.492,0.349,0.723,0.539,0.5,-6.21,0.45,-5.76,95.3,105,111.4,14,23.8,73.4,0.311
1133,2007-08,MIN,22,82,60,0.268,19730,3076,6817,2635,5558,441,1259,1246,1693,964,2428,3392,1630,616,306,1188,1885,7839,0.451,0.474,0.35,0.736,0.518,0.484,-6.78,0.52,-6.26,91.9,103.8,111.2,13.6,27.5,73.6,0.248
1134,2006-07,MEM,22,82,60,0.268,19980,2998,6448,2498,5086,500,1362,1835,2410,866,2375,3241,1680,564,407,1343,1827,8331,0.465,0.491,0.367,0.761,0.555,0.504,-5.15,0.71,-4.44,93.6,106.9,112.3,15.2,25.9,71.1,0.374
1135,1999-00,VAN,22,82,60,0.268,19855,2892,6441,2568,5543,324,898,1594,2060,1005,2324,3329,1700,608,346,1381,1881,7702,0.449,0.463,0.361,0.774,0.524,0.474,-5.62,0.52,-5.1,91,102.3,108.5,15.8,30.1,70.6,0.32
1136,1998-99,CLE,22,50,28,0.44,12050,1562,3561,1380,3027,182,534,1016,1356,472,1316,1788,1093,452,203,785,1208,4322,0.439,0.456,0.341,0.749,0.52,0.464,-1.72,0.78,-0.94,86.4,99.6,101.6,15.9,25.1,69,0.381
1137,1996-97,PHI,22,82,60,0.268,19780,3003,6850,2570,5494,433,1356,1776,2450,1267,2355,3622,1695,683,394,1437,1733,8215,0.438,0.468,0.319,0.725,0.518,0.47,-6.54,0.65,-5.89,95.3,104.6,111.4,15.3,34.1,66.5,0.358
1138,1992-93,WSB,22,82,60,0.268,19805,3302,7065,3128,6487,174,578,1575,2107,1031,2317,3348,2110,673,359,1323,1795,8353,0.467,0.482,0.301,0.748,0.523,0.48,-7.04,0.55,-6.49,97.7,103.6,110.8,14.2,28.8,67.1,0.298
1139,1991-92,DAL,22,82,60,0.268,19755,3120,7104,2852,6307,268,797,1499,1999,1194,2439,3633,1630,536,349,1202,1867,8007,0.439,0.452,0.336,0.75,0.501,0.458,-7.65,0.18,-7.47,94.4,103,111.1,13.1,31.2,67.8,0.281
1140,1989-90,MIN,22,82,60,0.268,19855,3067,6876,2994,6582,73,294,1596,2137,1196,2053,3249,1844,789,344,1197,1901,7803,0.446,0.455,0.248,0.747,0.499,0.451,-4.23,0.63,-3.6,91.1,103.6,108.2,13.3,34,66.2,0.311
1141,1984-85,GSW,22,82,60,0.268,19855,3498,7555,3386,7158,112,397,1944,2531,1327,2139,3466,1759,803,284,1460,2136,9052,0.463,0.473,0.282,0.768,0.522,0.47,-7.34,0.13,-7.21,103.2,106,113,14.4,34.5,66,0.335
1142,1984-85,IND,22,82,60,0.268,19780,3489,7324,3459,7169,30,155,1871,2516,1198,2623,3821,1945,625,366,1622,2237,8879,0.476,0.482,0.194,0.744,0.527,0.478,-6.21,0.75,-5.46,105.1,102.5,108.4,16.1,31.7,70.5,0.344
1143,2023-24,CHO,21,82,61,0.256,19730,3281,7133,2292,4345,989,2788,1189,1512,765,2538,3303,2033,562,371,1129,1472,8740,0.46,0.528,0.355,0.786,0.56,0.529,-10.24,0.13,-10.12,97.3,109.3,119.8,12.6,21.1,74.5,0.212
1144,2023-24,POR,21,82,61,0.256,19880,3227,7356,2288,4633,939,2723,1329,1680,1036,2469,3505,1894,627,354,1249,1654,8722,0.439,0.494,0.345,0.791,0.539,0.503,-9.02,0.74,-8.29,97.2,108.3,117.5,13.4,27.5,74,0.228
1145,2020-21,ORL,21,72,51,0.292,17330,2754,6423,1970,4135,784,2288,1196,1543,747,2525,3272,1571,496,318,924,1237,7488,0.429,0.476,0.343,0.775,0.527,0.49,-9.31,0.29,-9.02,98.7,105.1,114.5,11.5,21.6,78.2,0.24
1146,2019-20,NYK,21,66,45,0.318,15965,2638,5896,2007,4024,631,1872,1076,1550,795,2274,3069,1456,504,313,946,1464,6983,0.447,0.499,0.337,0.694,0.531,0.501,-6.45,-0.26,-6.72,98.6,106.5,113,12.6,25.8,78.3,0.263
1147,2017-18,PHO,21,82,61,0.256,19705,3153,7141,2390,4855,763,2286,1453,1962,842,2776,3618,1743,569,370,1289,1807,8522,0.442,0.492,0.334,0.741,0.532,0.495,-9.37,0.57,-8.8,100.3,103.5,112.8,13.9,22.5,76.5,0.275
1148,2015-16,BRK,21,82,61,0.256,19755,3136,6920,2605,5412,531,1508,1286,1699,863,2614,3477,1829,627,332,1212,1476,8089,0.453,0.481,0.352,0.757,0.527,0.492,-7.35,0.24,-7.12,95.2,103.2,110.9,13.6,24.1,75.7,0.246
1149,2014-15,LAL,21,82,61,0.256,19930,3054,7020,2522,5474,532,1546,1433,1935,952,2647,3599,1715,578,366,1086,1741,8073,0.435,0.461,0.344,0.741,0.513,0.473,-6.84,0.67,-6.17,94,103.4,110.6,12.1,25.4,76.3,0.276
1150,2012-13,CHA,21,82,61,0.256,19805,2823,6649,2354,5250,469,1399,1546,2060,917,2389,3306,1587,591,479,1153,1561,7661,0.425,0.448,0.335,0.75,0.507,0.46,-9.23,-0.06,-9.29,91.5,101.5,111.5,13.2,25.7,71.1,0.31
1151,2011-12,CLE,21,66,45,0.318,15965,2261,5360,1821,4087,440,1273,1178,1645,841,1949,2790,1308,466,262,1017,1317,6140,0.422,0.446,0.346,0.716,0.505,0.463,-7.2,-0.14,-7.34,91.3,101.1,108.9,14.3,28.9,72.2,0.307
1152,2011-12,NOH,21,66,45,0.318,15940,2300,5103,2041,4326,259,777,1057,1397,724,1991,2715,1368,488,316,1024,1324,5916,0.451,0.472,0.333,0.757,0.517,0.476,-3.76,0.65,-3.11,88.3,100.9,105.1,15.2,27.5,73.1,0.274
1153,2005-06,POR,21,82,61,0.256,19730,2791,6267,2427,5225,364,1042,1339,1944,886,2203,3089,1490,529,435,1205,1828,7285,0.445,0.464,0.349,0.689,0.511,0.474,-9.45,0.54,-8.91,87.6,101.1,111.9,14.5,26.6,68.2,0.31
1154,2003-04,ORL,21,82,61,0.256,19830,2904,6768,2475,5520,429,1248,1474,2000,1003,2350,3353,1584,547,308,1123,1744,7711,0.429,0.448,0.344,0.737,0.504,0.461,-7.02,-0.23,-7.25,90.8,102.7,110.4,12.8,28.1,68.7,0.296
1155,2001-02,CHI,21,82,61,0.256,19805,2811,6491,2511,5623,300,868,1413,1958,924,2359,3283,1817,633,361,1252,1834,7335,0.433,0.447,0.346,0.722,0.499,0.456,-8.54,0.02,-8.52,90.5,98.2,107.6,14.6,26.6,71.4,0.302
1156,2001-02,GSW,21,82,61,0.256,19780,2998,6989,2678,5995,320,994,1693,2344,1334,2493,3827,1706,650,523,1378,1884,8009,0.429,0.447,0.322,0.722,0.499,0.452,-5.4,0.61,-4.8,94.5,102.8,108.5,14.7,35.3,69.4,0.335
1157,1998-99,GSW,21,50,29,0.42,12125,1730,4173,1568,3608,162,565,794,1175,816,1559,2375,1037,414,221,768,1270,4416,0.415,0.435,0.287,0.676,0.471,0.434,-2.5,-0.13,-2.63,88.9,98.4,101.1,14.1,35.2,70.4,0.282
1158,1996-97,DEN,21,82,61,0.256,19930,2934,6687,2298,4976,636,1711,1516,1992,994,2452,3446,1889,503,487,1359,1784,8020,0.439,0.462,0.372,0.761,0.53,0.486,-6.28,-0.12,-6.4,92.4,104.5,111.2,15.2,28.8,69.3,0.298
1159,1995-96,TOR,21,82,61,0.256,19830,3084,6598,2670,5430,414,1168,1412,1953,1071,2213,3284,1927,745,493,1544,1987,7994,0.467,0.492,0.354,0.723,0.536,0.499,-7.51,0.31,-7.2,93.2,103.8,111.8,17.2,32,66.8,0.296
1160,1994-95,MIN,21,82,61,0.256,19780,2792,6219,2474,5203,318,1016,1824,2355,883,2090,2973,1780,609,402,1400,2074,7726,0.449,0.475,0.313,0.775,0.532,0.475,-9,0.78,-8.22,91.4,102.6,112.4,16.2,27.7,64.1,0.379
1161,1994-95,WSB,21,82,61,0.256,19855,3176,6899,2743,5635,433,1264,1457,2013,1044,2219,3263,1749,648,404,1301,1949,8242,0.46,0.487,0.343,0.724,0.529,0.492,-5.6,0.04,-5.56,94.5,105.4,111.3,14.3,29.3,66.7,0.292
1162,1991-92,ORL,21,82,61,0.256,19705,3220,7102,3023,6494,197,608,1693,2268,1171,2329,3500,1792,643,367,1389,1977,8330,0.453,0.466,0.324,0.746,0.514,0.467,-6.91,0.4,-6.52,98,103.5,110.5,14.6,32.4,67.8,0.319
1163,1988-89,LAC,21,82,61,0.256,19855,3526,7428,3472,7194,54,234,1606,2220,1156,2384,3540,2208,815,530,1666,1937,8712,0.475,0.483,0.231,0.723,0.518,0.478,-9.91,0.41,-9.5,104.4,100.8,110.2,16.5,31.2,64,0.299
1164,1988-89,SAS,21,82,61,0.256,19755,3469,7409,3406,7116,63,293,1651,2367,1295,2181,3476,2037,961,423,1712,2153,8652,0.468,0.479,0.215,0.698,0.512,0.472,-7.28,-0.17,-7.45,104.1,100.9,107.9,16.8,34.5,63.5,0.319
1165,1980-81,DET,21,82,61,0.256,19755,3236,6986,3223,6902,13,84,1689,2330,1201,2111,3312,1819,884,492,1759,2125,8174,0.463,0.467,0.155,0.725,0.51,0.464,-6.32,0.74,-5.58,101.2,98.1,104.3,18,33.4,65.9,0.334
1166,2021-22,HOU,20,82,62,0.244,19755,3229,7083,2124,3913,1105,3170,1434,2010,786,2660,3446,1932,600,382,1351,1692,8997,0.456,0.543,0.349,0.713,0.565,0.534,-8.48,0.22,-8.26,100.9,108.4,116.7,14.5,21.7,74.4,0.284
1167,2020-21,DET,20,72,52,0.278,17430,2783,6162,1951,3792,832,2370,1278,1683,694,2381,3075,1743,531,371,1075,1477,7676,0.452,0.515,0.351,0.759,0.556,0.519,-4.47,0.09,-4.38,97.9,108,112.5,13.5,21.9,76.9,0.273
1168,2019-20,ATL,20,67,47,0.299,16280,2723,6067,1918,3651,805,2416,1237,1566,661,2237,2898,1605,523,341,1086,1548,7488,0.449,0.525,0.333,0.79,0.554,0.515,-7.97,0.27,-7.71,103,107.2,114.8,13.8,21.6,74.9,0.258
1169,2019-20,DET,20,66,46,0.303,15965,2595,5658,1804,3501,791,2157,1097,1476,644,2109,2753,1589,490,299,1008,1299,7078,0.459,0.515,0.367,0.743,0.561,0.529,-3.56,-0.82,-4.38,97.6,109,112.7,13.8,22.6,75.9,0.261
1170,2016-17,BRK,20,82,62,0.244,19755,3102,6987,2225,4396,877,2591,1592,2020,721,2879,3600,1756,593,387,1356,1726,8673,0.444,0.506,0.338,0.788,0.551,0.507,-6.73,-0.01,-6.74,101.3,104.1,110.7,14.7,19.6,76.1,0.289
1171,2012-13,ORL,20,82,62,0.244,19780,3093,6904,2587,5367,506,1537,1026,1359,890,2612,3502,1871,528,358,1191,1591,7718,0.448,0.482,0.329,0.755,0.514,0.485,-6.99,-0.14,-7.12,92.2,101.6,109.1,13.7,25.4,74.6,0.197
1172,2011-12,WAS,20,66,46,0.303,15865,2414,5475,2070,4400,344,1075,1008,1386,775,1975,2750,1262,527,417,1008,1405,6180,0.441,0.47,0.32,0.727,0.508,0.472,-4.8,-0.34,-5.14,92.5,101,106.2,14.2,27.3,70.9,0.253
1173,2007-08,SEA,20,82,62,0.244,19830,3125,7032,2812,6093,313,939,1436,1866,971,2688,3659,1748,531,400,1310,1680,7999,0.444,0.462,0.333,0.77,0.509,0.467,-8.76,0.72,-8.04,96.3,100.5,109.5,14.3,26.8,73.7,0.265
1174,1997-98,DAL,20,82,62,0.244,19905,2882,6754,2460,5571,422,1183,1308,1738,1008,2280,3288,1535,646,466,1182,1643,7494,0.427,0.442,0.357,0.753,0.498,0.458,-6.11,-0.22,-6.33,89.9,100.5,107.2,13.6,27.6,65.1,0.257
1175,1996-97,SAS,20,82,62,0.244,19730,2827,6391,2449,5211,378,1180,1386,1929,1101,2129,3230,1661,646,431,1243,1764,7418,0.442,0.47,0.32,0.719,0.512,0.472,-7.88,-0.05,-7.93,87.3,103.3,112.3,14.7,32.4,67,0.302
1176,1993-94,DET,20,82,62,0.244,19730,3169,7017,2811,5976,358,1041,1253,1715,1027,2320,3347,1767,602,309,1236,1935,7949,0.452,0.47,0.344,0.731,0.511,0.477,-7.78,0.33,-7.46,94.2,102.7,110.9,13.7,28.4,66.1,0.244
1177,1993-94,MIL,20,82,62,0.244,19705,3044,6807,2713,5788,331,1019,1530,2181,1126,2154,3280,1946,800,407,1343,1821,7949,0.447,0.469,0.325,0.702,0.512,0.471,-6.48,0.24,-6.24,94.5,102.5,109.3,14.7,31.1,66.5,0.32
1178,1993-94,MIN,20,82,62,0.244,19730,2985,6535,2802,5978,183,557,1777,2303,990,2343,3333,1967,600,440,1478,2016,7930,0.457,0.469,0.329,0.772,0.525,0.471,-6.93,0.38,-6.55,94.7,101.9,109.2,16.4,30.1,68,0.352
1179,1990-91,DEN,20,82,62,0.244,19730,3901,8868,3601,7809,300,1059,1726,2263,1520,2530,4050,2005,856,406,1332,2235,9828,0.44,0.461,0.283,0.763,0.498,0.457,-10.91,0.6,-10.31,113.7,105.2,114.7,11.9,33.1,67.1,0.255
1180,1988-89,CHH,20,82,62,0.244,19780,3426,7430,3292,7000,134,430,1580,2060,1138,2200,3338,2323,705,264,1318,2068,8566,0.461,0.47,0.312,0.767,0.514,0.47,-8.52,0.79,-7.74,100.3,103.7,112.1,13.7,30.3,64.9,0.277
1181,1987-88,GSW,20,82,62,0.244,19780,3463,7404,3372,7092,91,312,1754,2204,1140,2252,3392,2005,741,283,1395,2155,8771,0.468,0.475,0.292,0.796,0.524,0.474,-8.32,-0.06,-8.38,101.6,104.7,112.9,14.3,31.2,65.1,0.298
1182,1982-83,IND,20,82,62,0.244,19830,3707,7723,3657,7487,50,236,1447,1910,1299,2294,3593,2150,755,411,1535,2086,8911,0.48,0.488,0.212,0.758,0.52,0.483,-5.85,0.49,-5.36,103.9,103.8,109.4,15.2,33.6,65.5,0.247
1183,2019-20,CLE,19,65,46,0.292,15725,2619,5715,1892,3645,727,2070,983,1296,704,2172,2876,1500,447,211,1073,1188,6948,0.458,0.519,0.351,0.758,0.553,0.522,-7.89,0.12,-7.77,98.7,107.5,115.4,14.6,24.6,77.4,0.227
1184,2019-20,MIN,19,64,45,0.297,15560,2586,5865,1733,3325,853,2540,1223,1624,675,2193,2868,1525,555,362,981,1370,7248,0.441,0.521,0.336,0.753,0.551,0.514,-4.3,0.28,-4.02,103.4,108.1,112.2,13,22.1,77.2,0.277
1185,2018-19,CLE,19,82,63,0.232,19755,3189,7184,2342,4796,847,2388,1342,1694,879,2619,3498,1698,534,195,1106,1642,8567,0.444,0.488,0.355,0.792,0.54,0.503,-9.61,0.22,-9.39,96.6,107.7,117.6,12.2,23.7,77,0.236
1186,2018-19,PHO,19,82,63,0.232,19880,3289,7164,2499,4764,790,2400,1447,1858,748,2563,3311,1957,735,418,1279,1932,8815,0.459,0.525,0.329,0.779,0.552,0.514,-9.34,0.73,-8.61,100.5,105.9,115.1,13.8,20.5,72.5,0.259
1187,2013-14,PHI,19,82,63,0.232,19855,3108,7150,2531,5303,577,1847,1362,1918,949,2556,3505,1791,765,330,1384,1844,8155,0.435,0.477,0.312,0.71,0.51,0.475,-10.45,-0.21,-10.66,99.2,99.4,109.9,14.8,24.8,72.4,0.268
1188,2010-11,CLE,19,82,63,0.232,19755,2886,6647,2377,5158,509,1489,1546,2075,856,2449,3305,1720,544,341,1166,1648,7827,0.434,0.461,0.342,0.745,0.518,0.472,-9.01,0.14,-8.88,93,102.2,111.8,13.4,24.2,73.3,0.312
1189,2008-09,LAC,19,82,63,0.232,19880,2955,6696,2420,5183,535,1513,1354,1839,890,2377,3267,1723,572,482,1221,1650,7799,0.441,0.467,0.354,0.736,0.52,0.481,-8.77,0.3,-8.47,92.1,102.3,111.7,14,25.1,71.2,0.275
1190,2008-09,WAS,19,82,63,0.232,19705,2994,6655,2599,5457,395,1198,1494,1948,956,2330,3286,1641,619,365,1146,1679,7877,0.45,0.476,0.33,0.767,0.524,0.48,-7.46,0.48,-6.98,91,105.4,113.6,13.2,27.7,71.4,0.293
1191,2000-01,WAS,19,82,63,0.232,19680,2833,6453,2558,5605,275,848,1704,2245,1016,2370,3386,1647,630,383,1391,1913,7645,0.439,0.456,0.324,0.759,0.514,0.46,-6.67,-0.08,-6.75,92.7,100.6,107.8,15.7,29.7,71.8,0.348
1192,1999-00,GSW,19,82,63,0.232,19755,2996,7140,2651,6071,345,1069,1497,2147,1300,2438,3738,1851,731,356,1302,2043,7834,0.42,0.437,0.323,0.697,0.484,0.444,-8.27,0.64,-7.63,95.4,99.8,108.4,13.9,32.6,69.1,0.301
1193,1998-99,BOS,19,50,31,0.38,12150,1816,4164,1543,3406,273,758,745,1077,680,1458,2138,1073,453,255,807,1193,4650,0.436,0.453,0.36,0.692,0.501,0.469,-1.86,0.11,-1.75,91.5,100.4,102.4,14.8,30.6,69.4,0.259
1194,1998-99,DAL,19,50,31,0.38,12075,1749,4033,1547,3438,202,595,881,1210,645,1478,2123,921,352,292,692,1065,4581,0.434,0.45,0.339,0.728,0.502,0.459,-2.4,-0.1,-2.5,89,102.3,104.9,13.2,29.8,69.1,0.3
1195,1997-98,GSW,19,82,63,0.232,19830,2845,6883,2656,6187,189,696,1358,1912,1288,2473,3761,1708,621,448,1369,1859,7237,0.413,0.429,0.272,0.71,0.468,0.427,-9.12,-0.08,-9.2,91.4,95.8,105.7,15.1,33.7,68.6,0.278
1196,1997-98,VAN,19,82,63,0.232,19830,3006,6567,2681,5669,325,898,1586,2145,1081,2313,3394,1960,614,349,1405,1809,7923,0.458,0.473,0.362,0.739,0.527,0.482,-7.3,-0.17,-7.47,92.1,104.1,112,15.8,31.5,66.9,0.327
1197,1992-93,MIN,19,82,63,0.232,19855,3043,6529,2877,5960,166,569,1794,2247,940,2204,3144,2001,649,455,1422,2028,8046,0.466,0.483,0.292,0.798,0.535,0.479,-7.78,0.16,-7.62,93.8,103.6,111.8,15.9,28.7,66.3,0.344
1198,1989-90,CHH,19,82,63,0.232,19755,3270,7183,3065,6572,205,611,1487,1967,962,2211,3173,2080,778,262,1226,1889,8232,0.455,0.466,0.336,0.756,0.511,0.47,-7.82,0.81,-7,98.1,102,109.9,13.2,26.1,67.5,0.274
1199,1987-88,NJN,19,82,63,0.232,19780,3208,6857,3071,6402,137,455,1682,2308,1075,2262,3337,1795,727,385,1503,2042,8235,0.468,0.48,0.301,0.729,0.523,0.478,-8.11,1.13,-6.98,98.6,101.4,109.6,16,30.4,68.6,0.337
1200,2014-15,PHI,18,82,64,0.22,19805,2765,6777,2073,4617,692,2160,1320,1953,978,2536,3514,1683,789,487,1453,1778,7542,0.408,0.449,0.32,0.676,0.494,0.459,-8.98,-0.07,-9.04,95.7,95.5,104.8,16,25.5,73,0.288
1201,2004-05,CHA,18,82,64,0.22,19880,2961,6859,2641,5978,320,881,1487,2096,1083,2335,3418,1794,695,440,1192,1894,7729,0.432,0.442,0.363,0.709,0.497,0.455,-5.99,-0.16,-6.15,92.3,101.1,107.5,13.3,29.5,70.9,0.306
1202,2004-05,NOH,18,82,64,0.22,19930,2718,6556,2303,5240,415,1316,1401,1830,1019,2281,3300,1724,550,310,1217,1883,7252,0.415,0.44,0.315,0.766,0.493,0.446,-7.07,0.78,-6.3,87.6,99.7,107.7,14.2,29.1,70.7,0.279
1203,1998-99,WAS,18,50,32,0.36,12050,1768,3969,1589,3389,179,580,845,1198,595,1403,1998,1064,393,193,736,1151,4560,0.445,0.469,0.309,0.705,0.507,0.468,-2.24,0.49,-1.75,89.8,101.2,103.7,14.1,28.2,69.5,0.302
1204,1995-96,PHI,18,82,64,0.22,19730,2796,6418,2304,4980,492,1438,1662,2263,1031,2161,3192,1629,643,420,1414,1777,7746,0.436,0.463,0.342,0.734,0.522,0.474,-10,0.55,-9.45,92.2,102.2,113,16,29.4,65,0.353
1205,1989-90,MIA,18,82,64,0.22,19730,3383,7345,3295,7045,88,300,1393,2028,1242,2313,3555,1957,736,388,1557,2123,8247,0.461,0.468,0.293,0.687,0.501,0.467,-9.72,0.13,-9.59,101,99.3,108.9,15.9,33.5,67.3,0.276
1206,1989-90,ORL,18,82,64,0.22,19805,3457,7525,3341,7132,116,393,2060,2725,1304,2465,3769,1993,617,294,1407,1975,9090,0.459,0.468,0.295,0.756,0.521,0.467,-8.91,0.19,-8.73,104.1,105.8,114.3,13.9,33.7,67.8,0.362
1207,2022-23,DET,17,82,65,0.207,19805,3244,7140,2310,4481,934,2659,1623,2106,916,2564,3480,1884,574,308,1237,1813,9045,0.454,0.516,0.351,0.771,0.561,0.52,-8.22,0.49,-7.73,99,110.7,118.9,13.3,24.9,74,0.295
1208,2020-21,HOU,17,72,55,0.236,17305,2826,6372,1834,3449,992,2923,1189,1606,671,2396,3067,1699,546,361,1060,1407,7833,0.444,0.532,0.339,0.74,0.553,0.521,-7.9,0.4,-7.5,101.4,107.1,114.9,13,19.8,77.1,0.252
1209,2018-19,NYK,17,82,65,0.207,19780,3134,7241,2311,4820,823,2421,1484,1956,857,2811,3668,1646,557,422,1151,1713,8575,0.433,0.479,0.34,0.759,0.529,0.49,-9.21,0.28,-8.93,99.6,104.5,113.7,12.4,22.1,76.1,0.27
1210,2015-16,LAL,17,82,65,0.207,19730,2880,6956,2241,4940,639,2016,1583,2028,878,2645,3523,1478,593,337,1124,1662,7982,0.414,0.454,0.317,0.781,0.509,0.46,-9.56,0.64,-8.92,95.6,101.6,111.6,12.5,23.1,74.7,0.292
1211,2014-15,NYK,17,82,65,0.207,19855,2882,6726,2322,5112,560,1614,1211,1575,867,2443,3310,1746,575,382,1206,1768,7535,0.428,0.454,0.347,0.769,0.508,0.47,-9.32,-0.18,-9.5,91.2,99.9,110,14,24.5,73.1,0.234
1212,2010-11,MIN,17,82,65,0.207,19780,3090,7014,2501,5449,589,1565,1519,1977,1085,2556,3641,1650,592,422,1398,1825,8288,0.441,0.459,0.376,0.768,0.526,0.483,-6.63,0.67,-5.97,96.5,104.2,111.1,15.1,29.6,73.7,0.282
